;t1;t2;t3;t4;t5;t6;x;y;o
1327;-73.99;-78.06;-78.44;-70.57;-80.07;-77.75;3.1;3.9;0.0
1328;-74.0;-77.88;-78.08;-70.79;-80.09;-77.55;3.0;3.9;0.0
1329;-74.01;-77.7;-77.7;-71.0;-80.12;-77.36;2.9;3.9;0.0
1330;-74.03;-77.51;-77.31;-71.2;-80.16;-77.17;2.8;3.9;0.0
1331;-74.04;-77.33;-76.91;-71.39;-80.2;-76.98;2.7;3.9;0.0
1332;-74.06;-77.14;-76.5;-71.57;-80.25;-76.8;2.6;3.9;0.0
1333;-74.09;-76.96;-76.08;-71.74;-80.3;-76.61;2.5;3.9;0.0
1334;-74.11;-76.78;-75.64;-71.9;-80.37;-76.43;2.4;3.9;0.0
1335;-74.14;-76.6;-75.19;-72.06;-80.43;-76.25;2.3;3.9;0.0
1336;-74.17;-76.42;-74.73;-72.21;-80.51;-76.08;2.2;3.9;0.0
1337;-74.2;-76.24;-74.24;-72.35;-80.59;-75.91;2.1;3.9;0.0
1338;-74.23;-76.06;-73.75;-72.48;-80.67;-75.75;2.0;3.9;0.0
1339;-74.27;-75.89;-73.23;-72.61;-80.76;-75.59;1.9;3.9;0.0
1340;-74.3;-75.71;-72.7;-72.74;-80.85;-75.43;1.8;3.9;0.0
1341;-74.34;-75.55;-72.15;-72.86;-80.95;-75.28;1.7;3.9;0.0
1342;-74.38;-75.38;-71.57;-72.97;-81.06;-75.14;1.6;3.9;0.0
1343;-74.42;-75.22;-70.97;-73.08;-81.16;-75.0;1.5;3.9;0.0
1344;-74.45;-75.07;-70.35;-73.19;-81.27;-74.87;1.4;3.9;0.0
1345;-74.49;-74.92;-69.69;-73.29;-81.39;-74.75;1.3;3.9;0.0
1346;-74.53;-74.78;-69.01;-73.39;-81.5;-74.63;1.2;3.9;0.0
1347;-74.58;-74.65;-68.3;-73.49;-81.63;-74.52;1.1;3.9;0.0
1348;-74.62;-74.53;-67.56;-73.58;-81.75;-74.42;1.0;3.9;0.0
1349;-74.66;-74.41;-66.77;-73.67;-81.87;-74.33;0.9;3.9;0.0
1350;-74.7;-74.31;-65.95;-73.76;-82.0;-74.24;0.8;3.9;0.0
1351;-74.74;-74.21;-65.09;-73.85;-82.13;-74.17;0.7;3.9;0.0
1352;-74.78;-74.13;-64.18;-73.93;-82.26;-74.11;0.6;3.9;0.0
1353;-74.83;-74.06;-63.23;-74.01;-82.4;-74.05;0.5;3.9;0.0
1354;-74.87;-74.0;-62.23;-74.09;-82.53;-74.0;0.4;3.9;0.0
1355;-74.91;-73.95;-61.18;-74.16;-82.67;-73.97;0.3;3.9;0.0
1356;-74.95;-73.92;-60.09;-74.24;-82.8;-73.94;0.2;3.9;0.0
1357;-74.99;-73.9;-58.97;-74.31;-82.94;-73.93;0.1;3.9;0.0
1358;-75.03;-73.89;-57.84;-74.38;-83.08;-73.92;0.0;3.9;0.0
1359;-75.0;-73.52;-59.06;-74.39;-83.24;-74.32;0.0;4.0;0.0
1360;-74.96;-73.52;-60.02;-74.32;-83.11;-74.32;0.1;4.0;0.0
1361;-74.91;-73.55;-60.99;-74.25;-82.97;-74.34;0.2;4.0;0.0
1362;-74.87;-73.58;-61.95;-74.18;-82.84;-74.36;0.3;4.0;0.0
1363;-74.83;-73.63;-62.89;-74.1;-82.71;-74.4;0.4;4.0;0.0
1364;-74.79;-73.7;-63.81;-74.02;-82.58;-74.44;0.5;4.0;0.0
1365;-74.74;-73.77;-64.69;-73.94;-82.45;-74.49;0.6;4.0;0.0
1366;-74.7;-73.86;-65.53;-73.86;-82.32;-74.55;0.7;4.0;0.0
1367;-74.66;-73.96;-66.35;-73.78;-82.2;-74.62;0.8;4.0;0.0
1368;-74.61;-74.08;-67.12;-73.69;-82.07;-74.7;0.9;4.0;0.0
1369;-74.57;-74.2;-67.87;-73.6;-81.95;-74.79;1.0;4.0;0.0
1370;-74.53;-74.33;-68.58;-73.51;-81.84;-74.89;1.1;4.0;0.0
1371;-74.48;-74.47;-69.27;-73.42;-81.72;-74.99;1.2;4.0;0.0
1372;-74.44;-74.62;-69.92;-73.32;-81.61;-75.1;1.3;4.0;0.0
1373;-74.4;-74.78;-70.55;-73.22;-81.5;-75.22;1.4;4.0;0.0
1374;-74.36;-74.94;-71.16;-73.11;-81.39;-75.35;1.5;4.0;0.0
1375;-74.32;-75.11;-71.74;-73.0;-81.29;-75.48;1.6;4.0;0.0
1376;-74.28;-75.28;-72.31;-72.89;-81.19;-75.62;1.7;4.0;0.0
1377;-74.24;-75.46;-72.85;-72.78;-81.09;-75.76;1.8;4.0;0.0
1378;-74.2;-75.64;-73.37;-72.65;-81.0;-75.91;1.9;4.0;0.0
1379;-74.17;-75.82;-73.88;-72.53;-80.92;-76.06;2.0;4.0;0.0
1380;-74.13;-76.01;-74.36;-72.4;-80.84;-76.22;2.1;4.0;0.0
1381;-74.1;-76.19;-74.84;-72.26;-80.76;-76.38;2.2;4.0;0.0
1382;-74.07;-76.38;-75.29;-72.12;-80.69;-76.55;2.3;4.0;0.0
1383;-74.04;-76.57;-75.74;-71.97;-80.63;-76.72;2.4;4.0;0.0
1384;-74.01;-76.76;-76.17;-71.81;-80.57;-76.89;2.5;4.0;0.0
1385;-73.99;-76.95;-76.58;-71.65;-80.52;-77.07;2.6;4.0;0.0
1386;-73.96;-77.14;-76.99;-71.48;-80.47;-77.25;2.7;4.0;0.0
1387;-73.95;-77.34;-77.39;-71.31;-80.43;-77.43;2.8;4.0;0.0
1388;-73.93;-77.53;-77.77;-71.12;-80.4;-77.62;2.9;4.0;0.0
1389;-73.92;-77.71;-78.14;-70.93;-80.37;-77.8;3.0;4.0;0.0
1390;-73.91;-77.9;-78.51;-70.74;-80.35;-77.99;3.1;4.0;0.0
1391;-73.9;-78.09;-78.86;-70.54;-80.33;-78.18;3.2;4.0;0.0
1392;-73.9;-78.28;-79.21;-70.35;-80.33;-78.37;3.3;4.0;0.0
1393;-73.81;-78.13;-79.28;-70.57;-80.6;-78.61;3.3;4.1;0.0
1394;-73.81;-77.94;-78.93;-70.74;-80.61;-78.42;3.2;4.1;0.0
1395;-73.82;-77.75;-78.58;-70.91;-80.62;-78.24;3.1;4.1;0.0
1396;-73.83;-77.55;-78.22;-71.09;-80.64;-78.05;3.0;4.1;0.0
1397;-73.84;-77.36;-77.85;-71.26;-80.66;-77.87;2.9;4.1;0.0
1398;-73.86;-77.16;-77.47;-71.42;-80.7;-77.69;2.8;4.1;0.0
1399;-73.88;-76.96;-77.08;-71.59;-80.73;-77.52;2.7;4.1;0.0
1400;-73.9;-76.76;-76.68;-71.74;-80.78;-77.34;2.6;4.1;0.0
1401;-73.93;-76.57;-76.27;-71.9;-80.83;-77.17;2.5;4.1;0.0
1402;-73.96;-76.37;-75.85;-72.04;-80.88;-77.01;2.4;4.1;0.0
1403;-73.99;-76.17;-75.41;-72.18;-80.95;-76.84;2.3;4.1;0.0
1404;-74.02;-75.97;-74.96;-72.32;-81.01;-76.68;2.2;4.1;0.0
1405;-74.06;-75.78;-74.5;-72.45;-81.09;-76.52;2.1;4.1;0.0
1406;-74.1;-75.58;-74.02;-72.58;-81.16;-76.37;2.0;4.1;0.0
1407;-74.13;-75.39;-73.53;-72.7;-81.24;-76.22;1.9;4.1;0.0
1408;-74.17;-75.2;-73.02;-72.82;-81.33;-76.08;1.8;4.1;0.0
1409;-74.22;-75.01;-72.49;-72.93;-81.42;-75.94;1.7;4.1;0.0
1410;-74.26;-74.83;-71.94;-73.04;-81.52;-75.81;1.6;4.1;0.0
1411;-74.3;-74.65;-71.38;-73.15;-81.61;-75.69;1.5;4.1;0.0
1412;-74.34;-74.48;-70.79;-73.25;-81.72;-75.57;1.4;4.1;0.0
1413;-74.39;-74.31;-70.18;-73.35;-81.82;-75.45;1.3;4.1;0.0
1414;-74.43;-74.16;-69.55;-73.44;-81.93;-75.35;1.2;4.1;0.0
1415;-74.48;-74.0;-68.89;-73.54;-82.04;-75.25;1.1;4.1;0.0
1416;-74.52;-73.86;-68.21;-73.63;-82.16;-75.16;1.0;4.1;0.0
1417;-74.57;-73.73;-67.51;-73.71;-82.27;-75.07;0.9;4.1;0.0
1418;-74.61;-73.61;-66.77;-73.8;-82.39;-75.0;0.8;4.1;0.0
1419;-74.66;-73.5;-66.01;-73.88;-82.51;-74.93;0.7;4.1;0.0
1420;-74.7;-73.4;-65.23;-73.96;-82.64;-74.87;0.6;4.1;0.0
1421;-74.75;-73.32;-64.42;-74.04;-82.76;-74.82;0.5;4.1;0.0
1422;-74.79;-73.25;-63.59;-74.12;-82.89;-74.78;0.4;4.1;0.0
1423;-74.84;-73.2;-62.75;-74.19;-83.01;-74.75;0.3;4.1;0.0
1424;-74.88;-73.16;-61.9;-74.26;-83.14;-74.72;0.2;4.1;0.0
1425;-74.92;-73.14;-61.05;-74.33;-83.27;-74.71;0.1;4.1;0.0
1426;-74.97;-73.13;-60.24;-74.4;-83.4;-74.7;0.0;4.1;0.0
1427;-74.93;-72.72;-61.37;-74.42;-83.56;-75.08;0.0;4.2;0.0
1428;-74.89;-72.73;-62.06;-74.35;-83.44;-75.08;0.1;4.2;0.0
1429;-74.84;-72.76;-62.8;-74.28;-83.31;-75.1;0.2;4.2;0.0
1430;-74.8;-72.8;-63.55;-74.21;-83.19;-75.12;0.3;4.2;0.0
1431;-74.75;-72.86;-64.3;-74.13;-83.06;-75.15;0.4;4.2;0.0
1432;-74.71;-72.93;-65.05;-74.06;-82.94;-75.19;0.5;4.2;0.0
1433;-74.66;-73.02;-65.79;-73.98;-82.82;-75.24;0.6;4.2;0.0
1434;-74.61;-73.13;-66.52;-73.9;-82.7;-75.29;0.7;4.2;0.0
1435;-74.57;-73.24;-67.23;-73.82;-82.58;-75.36;0.8;4.2;0.0
1436;-74.52;-73.37;-67.92;-73.74;-82.47;-75.43;0.9;4.2;0.0
1437;-74.47;-73.52;-68.58;-73.65;-82.36;-75.51;1.0;4.2;0.0
1438;-74.43;-73.67;-69.23;-73.56;-82.25;-75.6;1.1;4.2;0.0
1439;-74.38;-73.83;-69.85;-73.47;-82.14;-75.69;1.2;4.2;0.0
1440;-74.33;-74.0;-70.46;-73.38;-82.03;-75.8;1.3;4.2;0.0
1441;-74.29;-74.17;-71.04;-73.28;-81.93;-75.9;1.4;4.2;0.0
1442;-74.24;-74.36;-71.61;-73.18;-81.84;-76.02;1.5;4.2;0.0
1443;-74.2;-74.55;-72.16;-73.08;-81.74;-76.14;1.6;4.2;0.0
1444;-74.15;-74.74;-72.69;-72.97;-81.65;-76.27;1.7;4.2;0.0
1445;-74.11;-74.94;-73.2;-72.86;-81.56;-76.4;1.8;4.2;0.0
1446;-74.07;-75.14;-73.7;-72.75;-81.48;-76.53;1.9;4.2;0.0
1447;-74.03;-75.34;-74.18;-72.63;-81.4;-76.68;2.0;4.2;0.0
1448;-73.99;-75.54;-74.65;-72.51;-81.33;-76.82;2.1;4.2;0.0
1449;-73.95;-75.75;-75.1;-72.39;-81.26;-76.97;2.2;4.2;0.0
1450;-73.91;-75.95;-75.54;-72.26;-81.19;-77.13;2.3;4.2;0.0
1451;-73.88;-76.16;-75.97;-72.12;-81.14;-77.29;2.4;4.2;0.0
1452;-73.85;-76.37;-76.39;-71.98;-81.08;-77.45;2.5;4.2;0.0
1453;-73.82;-76.57;-76.79;-71.84;-81.03;-77.61;2.6;4.2;0.0
1454;-73.8;-76.78;-77.19;-71.7;-80.99;-77.78;2.7;4.2;0.0
1455;-73.77;-76.98;-77.57;-71.55;-80.96;-77.95;2.8;4.2;0.0
1456;-73.75;-77.19;-77.94;-71.39;-80.92;-78.13;2.9;4.2;0.0
1457;-73.74;-77.39;-78.31;-71.24;-80.9;-78.3;3.0;4.2;0.0
1458;-73.73;-77.59;-78.66;-71.09;-80.88;-78.48;3.1;4.2;0.0
1459;-73.72;-77.79;-79.01;-70.93;-80.87;-78.66;3.2;4.2;0.0
1460;-73.72;-77.99;-79.35;-70.79;-80.86;-78.84;3.3;4.2;0.0
1461;-73.62;-77.84;-79.43;-71.0;-81.12;-79.07;3.3;4.3;0.0
1462;-73.62;-77.64;-79.1;-71.12;-81.13;-78.89;3.2;4.3;0.0
1463;-73.63;-77.44;-78.75;-71.26;-81.14;-78.72;3.1;4.3;0.0
1464;-73.65;-77.23;-78.4;-71.39;-81.16;-78.55;3.0;4.3;0.0
1465;-73.66;-77.02;-78.04;-71.53;-81.18;-78.38;2.9;4.3;0.0
1466;-73.68;-76.81;-77.68;-71.67;-81.21;-78.21;2.8;4.3;0.0
1467;-73.71;-76.6;-77.3;-71.81;-81.24;-78.04;2.7;4.3;0.0
1468;-73.73;-76.38;-76.91;-71.94;-81.28;-77.88;2.6;4.3;0.0
1469;-73.76;-76.17;-76.51;-72.08;-81.33;-77.72;2.5;4.3;0.0
1470;-73.8;-75.95;-76.1;-72.21;-81.38;-77.57;2.4;4.3;0.0
1471;-73.83;-75.74;-75.68;-72.33;-81.44;-77.41;2.3;4.3;0.0
1472;-73.87;-75.52;-75.25;-72.46;-81.5;-77.26;2.2;4.3;0.0
1473;-73.91;-75.31;-74.81;-72.57;-81.57;-77.12;2.1;4.3;0.0
1474;-73.95;-75.09;-74.35;-72.69;-81.64;-76.98;2.0;4.3;0.0
1475;-74.0;-74.88;-73.89;-72.8;-81.71;-76.84;1.9;4.3;0.0
1476;-74.04;-74.67;-73.4;-72.91;-81.79;-76.71;1.8;4.3;0.0
1477;-74.09;-74.46;-72.9;-73.02;-81.87;-76.58;1.7;4.3;0.0
1478;-74.13;-74.26;-72.39;-73.12;-81.96;-76.46;1.6;4.3;0.0
1479;-74.18;-74.06;-71.86;-73.22;-82.05;-76.35;1.5;4.3;0.0
1480;-74.23;-73.86;-71.32;-73.32;-82.15;-76.24;1.4;4.3;0.0
1481;-74.28;-73.68;-70.76;-73.41;-82.24;-76.13;1.3;4.3;0.0
1482;-74.33;-73.49;-70.18;-73.5;-82.34;-76.03;1.2;4.3;0.0
1483;-74.38;-73.32;-69.59;-73.59;-82.45;-75.94;1.1;4.3;0.0
1484;-74.43;-73.16;-68.97;-73.68;-82.55;-75.86;1.0;4.3;0.0
1485;-74.47;-73.01;-68.35;-73.76;-82.66;-75.78;0.9;4.3;0.0
1486;-74.52;-72.87;-67.7;-73.85;-82.77;-75.71;0.8;4.3;0.0
1487;-74.57;-72.74;-67.04;-73.93;-82.89;-75.65;0.7;4.3;0.0
1488;-74.62;-72.63;-66.38;-74.0;-83.0;-75.6;0.6;4.3;0.0
1489;-74.67;-72.53;-65.7;-74.08;-83.12;-75.55;0.5;4.3;0.0
1490;-74.72;-72.45;-65.02;-74.15;-83.24;-75.52;0.4;4.3;0.0
1491;-74.76;-72.38;-64.34;-74.23;-83.36;-75.49;0.3;4.3;0.0
1492;-74.81;-72.34;-63.68;-74.3;-83.48;-75.46;0.2;4.3;0.0
1493;-74.86;-72.31;-63.04;-74.37;-83.6;-75.45;0.1;4.3;0.0
1494;-74.9;-72.3;-62.44;-74.43;-83.72;-75.45;0.0;4.3;0.0
1495;-74.87;-71.86;-63.46;-74.45;-83.88;-75.81;0.0;4.4;0.0
1496;-74.82;-71.87;-63.98;-74.39;-83.76;-75.81;0.1;4.4;0.0
1497;-74.78;-71.9;-64.54;-74.32;-83.64;-75.82;0.2;4.4;0.0
1498;-74.73;-71.95;-65.12;-74.25;-83.53;-75.84;0.3;4.4;0.0
1499;-74.68;-72.02;-65.73;-74.18;-83.41;-75.87;0.4;4.4;0.0
1500;-74.63;-72.11;-66.35;-74.1;-83.29;-75.91;0.5;4.4;0.0
1501;-74.58;-72.21;-66.96;-74.03;-83.18;-75.95;0.6;4.4;0.0
1502;-74.53;-72.34;-67.58;-73.95;-83.07;-76.0;0.7;4.4;0.0
1503;-74.48;-72.48;-68.19;-73.87;-82.96;-76.06;0.8;4.4;0.0
1504;-74.43;-72.63;-68.79;-73.79;-82.85;-76.13;0.9;4.4;0.0
1505;-74.38;-72.79;-69.38;-73.71;-82.75;-76.2;1.0;4.4;0.0
1506;-74.33;-72.97;-69.96;-73.63;-82.65;-76.28;1.1;4.4;0.0
1507;-74.28;-73.15;-70.52;-73.54;-82.55;-76.37;1.2;4.4;0.0
1508;-74.22;-73.34;-71.07;-73.45;-82.45;-76.46;1.3;4.4;0.0
1509;-74.17;-73.55;-71.61;-73.36;-82.36;-76.56;1.4;4.4;0.0
1510;-74.12;-73.75;-72.13;-73.26;-82.27;-76.67;1.5;4.4;0.0
1511;-74.07;-73.96;-72.64;-73.17;-82.18;-76.78;1.6;4.4;0.0
1512;-74.02;-74.18;-73.14;-73.07;-82.09;-76.89;1.7;4.4;0.0
1513;-73.97;-74.4;-73.62;-72.97;-82.01;-77.02;1.8;4.4;0.0
1514;-73.93;-74.62;-74.09;-72.86;-81.94;-77.14;1.9;4.4;0.0
1515;-73.88;-74.85;-74.54;-72.75;-81.87;-77.27;2.0;4.4;0.0
1516;-73.83;-75.07;-74.99;-72.64;-81.8;-77.41;2.1;4.4;0.0
1517;-73.79;-75.3;-75.42;-72.53;-81.74;-77.55;2.2;4.4;0.0
1518;-73.75;-75.52;-75.84;-72.41;-81.68;-77.69;2.3;4.4;0.0
1519;-73.71;-75.75;-76.25;-72.29;-81.62;-77.84;2.4;4.4;0.0
1520;-73.68;-75.97;-76.65;-72.17;-81.57;-77.99;2.5;4.4;0.0
1521;-73.64;-76.19;-77.04;-72.05;-81.53;-78.15;2.6;4.4;0.0
1522;-73.61;-76.42;-77.42;-71.92;-81.49;-78.3;2.7;4.4;0.0
1523;-73.59;-76.64;-77.79;-71.8;-81.46;-78.46;2.8;4.4;0.0
1524;-73.57;-76.85;-78.15;-71.67;-81.43;-78.63;2.9;4.4;0.0
1525;-73.55;-77.07;-78.51;-71.55;-81.41;-78.79;3.0;4.4;0.0
1526;-73.53;-77.28;-78.85;-71.42;-81.39;-78.96;3.1;4.4;0.0
1527;-73.52;-77.5;-79.19;-71.31;-81.38;-79.12;3.2;4.4;0.0
1528;-73.52;-77.7;-79.52;-71.2;-81.37;-79.29;3.3;4.4;0.0
1529;-73.41;-77.57;-79.62;-71.39;-81.62;-79.52;3.3;4.5;0.0
1530;-73.42;-77.35;-79.29;-71.48;-81.63;-79.35;3.2;4.5;0.0
1531;-73.43;-77.13;-78.96;-71.59;-81.64;-79.19;3.1;4.5;0.0
1532;-73.45;-76.91;-78.62;-71.7;-81.65;-79.03;3.0;4.5;0.0
1533;-73.46;-76.69;-78.27;-71.81;-81.67;-78.87;2.9;4.5;0.0
1534;-73.49;-76.46;-77.92;-71.92;-81.7;-78.71;2.8;4.5;0.0
1535;-73.52;-76.24;-77.55;-72.04;-81.73;-78.56;2.7;4.5;0.0
1536;-73.55;-76.01;-77.18;-72.15;-81.77;-78.41;2.6;4.5;0.0
1537;-73.59;-75.78;-76.8;-72.27;-81.81;-78.26;2.5;4.5;0.0
1538;-73.62;-75.54;-76.41;-72.38;-81.86;-78.11;2.4;4.5;0.0
1539;-73.67;-75.31;-76.01;-72.49;-81.91;-77.97;2.3;4.5;0.0
1540;-73.71;-75.07;-75.59;-72.6;-81.97;-77.83;2.2;4.5;0.0
1541;-73.76;-74.84;-75.17;-72.71;-82.03;-77.7;2.1;4.5;0.0
1542;-73.8;-74.6;-74.74;-72.82;-82.09;-77.57;2.0;4.5;0.0
1543;-73.85;-74.36;-74.3;-72.92;-82.16;-77.44;1.9;4.5;0.0
1544;-73.9;-74.13;-73.85;-73.02;-82.23;-77.32;1.8;4.5;0.0
1545;-73.96;-73.9;-73.38;-73.12;-82.31;-77.2;1.7;4.5;0.0
1546;-74.01;-73.67;-72.9;-73.22;-82.39;-77.09;1.6;4.5;0.0
1547;-74.06;-73.44;-72.42;-73.31;-82.48;-76.98;1.5;4.5;0.0
1548;-74.12;-73.22;-71.92;-73.4;-82.56;-76.88;1.4;4.5;0.0
1549;-74.17;-73.01;-71.4;-73.49;-82.65;-76.78;1.3;4.5;0.0
1550;-74.22;-72.8;-70.88;-73.58;-82.75;-76.69;1.2;4.5;0.0
1551;-74.28;-72.6;-70.35;-73.66;-82.84;-76.61;1.1;4.5;0.0
1552;-74.33;-72.41;-69.8;-73.74;-82.94;-76.53;1.0;4.5;0.0
1553;-74.38;-72.23;-69.25;-73.82;-83.04;-76.46;0.9;4.5;0.0
1554;-74.44;-72.07;-68.69;-73.9;-83.15;-76.4;0.8;4.5;0.0
1555;-74.49;-71.92;-68.12;-73.98;-83.25;-76.35;0.7;4.5;0.0
1556;-74.54;-71.79;-67.56;-74.06;-83.36;-76.3;0.6;4.5;0.0
1557;-74.59;-71.67;-66.99;-74.13;-83.47;-76.25;0.5;4.5;0.0
1558;-74.64;-71.57;-66.43;-74.2;-83.58;-76.22;0.4;4.5;0.0
1559;-74.69;-71.5;-65.89;-74.27;-83.69;-76.19;0.3;4.5;0.0
1560;-74.74;-71.44;-65.37;-74.34;-83.81;-76.17;0.2;4.5;0.0
1561;-74.79;-71.41;-64.87;-74.41;-83.92;-76.16;0.1;4.5;0.0
1562;-74.84;-71.4;-64.42;-74.47;-84.04;-76.16;0.0;4.5;0.0
1563;-74.81;-70.91;-65.33;-74.49;-84.2;-76.5;0.0;4.6;0.0
1564;-74.76;-70.93;-65.73;-74.43;-84.08;-76.51;0.1;4.6;0.0
1565;-74.71;-70.96;-66.17;-74.36;-83.97;-76.52;0.2;4.6;0.0
1566;-74.66;-71.02;-66.63;-74.29;-83.86;-76.53;0.3;4.6;0.0
1567;-74.61;-71.11;-67.12;-74.23;-83.75;-76.56;0.4;4.6;0.0
1568;-74.55;-71.21;-67.63;-74.15;-83.64;-76.59;0.5;4.6;0.0
1569;-74.5;-71.34;-68.15;-74.08;-83.54;-76.63;0.6;4.6;0.0
1570;-74.45;-71.49;-68.67;-74.01;-83.43;-76.68;0.7;4.6;0.0
1571;-74.39;-71.65;-69.19;-73.93;-83.33;-76.73;0.8;4.6;0.0
1572;-74.34;-71.83;-69.71;-73.86;-83.23;-76.8;0.9;4.6;0.0
1573;-74.28;-72.02;-70.23;-73.78;-83.13;-76.86;1.0;4.6;0.0
1574;-74.23;-72.22;-70.74;-73.7;-83.04;-76.94;1.1;4.6;0.0
1575;-74.17;-72.44;-71.25;-73.62;-82.94;-77.02;1.2;4.6;0.0
1576;-74.11;-72.66;-71.74;-73.53;-82.85;-77.1;1.3;4.6;0.0
1577;-74.06;-72.89;-72.23;-73.44;-82.77;-77.19;1.4;4.6;0.0
1578;-74.0;-73.13;-72.71;-73.36;-82.68;-77.29;1.5;4.6;0.0
1579;-73.95;-73.37;-73.18;-73.27;-82.6;-77.39;1.6;4.6;0.0
1580;-73.89;-73.61;-73.64;-73.17;-82.52;-77.5;1.7;4.6;0.0
1581;-73.83;-73.86;-74.09;-73.08;-82.45;-77.61;1.8;4.6;0.0
1582;-73.78;-74.1;-74.52;-72.98;-82.38;-77.73;1.9;4.6;0.0
1583;-73.73;-74.35;-74.95;-72.88;-82.31;-77.85;2.0;4.6;0.0
1584;-73.68;-74.6;-75.37;-72.78;-82.25;-77.98;2.1;4.6;0.0
1585;-73.63;-74.85;-75.78;-72.68;-82.19;-78.11;2.2;4.6;0.0
1586;-73.58;-75.09;-76.18;-72.58;-82.14;-78.24;2.3;4.6;0.0
1587;-73.53;-75.34;-76.57;-72.47;-82.09;-78.38;2.4;4.6;0.0
1588;-73.49;-75.58;-76.95;-72.37;-82.04;-78.52;2.5;4.6;0.0
1589;-73.45;-75.82;-77.33;-72.26;-82.0;-78.67;2.6;4.6;0.0
1590;-73.42;-76.06;-77.69;-72.15;-81.97;-78.81;2.7;4.6;0.0
1591;-73.39;-76.3;-78.05;-72.05;-81.94;-78.96;2.8;4.6;0.0
1592;-73.36;-76.53;-78.4;-71.94;-81.91;-79.12;2.9;4.6;0.0
1593;-73.34;-76.76;-78.74;-71.84;-81.89;-79.27;3.0;4.6;0.0
1594;-73.32;-76.99;-79.07;-71.74;-81.88;-79.43;3.1;4.6;0.0
1595;-73.31;-77.21;-79.4;-71.65;-81.87;-79.58;3.2;4.6;0.0
1596;-73.3;-77.43;-79.72;-71.57;-81.86;-79.74;3.3;4.6;0.0
1597;-73.19;-77.3;-79.83;-71.74;-82.1;-79.97;3.3;4.7;0.0
1598;-73.2;-77.07;-79.52;-71.81;-82.1;-79.81;3.2;4.7;0.0
1599;-73.21;-76.84;-79.2;-71.9;-82.11;-79.66;3.1;4.7;0.0
1600;-73.23;-76.61;-78.87;-71.98;-82.13;-79.51;3.0;4.7;0.0
1601;-73.25;-76.37;-78.53;-72.08;-82.15;-79.36;2.9;4.7;0.0
1602;-73.28;-76.13;-78.19;-72.17;-82.17;-79.21;2.8;4.7;0.0
1603;-73.31;-75.89;-77.84;-72.27;-82.2;-79.07;2.7;4.7;0.0
1604;-73.35;-75.64;-77.48;-72.37;-82.23;-78.92;2.6;4.7;0.0
1605;-73.39;-75.39;-77.12;-72.47;-82.27;-78.78;2.5;4.7;0.0
1606;-73.44;-75.14;-76.75;-72.56;-82.32;-78.65;2.4;4.7;0.0
1607;-73.49;-74.88;-76.37;-72.66;-82.36;-78.51;2.3;4.7;0.0
1608;-73.54;-74.62;-75.98;-72.76;-82.42;-78.39;2.2;4.7;0.0
1609;-73.59;-74.36;-75.58;-72.86;-82.47;-78.26;2.1;4.7;0.0
1610;-73.65;-74.1;-75.17;-72.95;-82.53;-78.14;2.0;4.7;0.0
1611;-73.71;-73.84;-74.76;-73.05;-82.6;-78.02;1.9;4.7;0.0
1612;-73.76;-73.58;-74.34;-73.14;-82.66;-77.91;1.8;4.7;0.0
1613;-73.82;-73.32;-73.9;-73.23;-82.73;-77.8;1.7;4.7;0.0
1614;-73.88;-73.06;-73.46;-73.32;-82.81;-77.69;1.6;4.7;0.0
1615;-73.94;-72.81;-73.02;-73.41;-82.89;-77.6;1.5;4.7;0.0
1616;-74.0;-72.56;-72.56;-73.49;-82.97;-77.5;1.4;4.7;0.0
1617;-74.06;-72.31;-72.09;-73.57;-83.05;-77.41;1.3;4.7;0.0
1618;-74.12;-72.07;-71.62;-73.66;-83.14;-77.33;1.2;4.7;0.0
1619;-74.18;-71.84;-71.15;-73.74;-83.23;-77.25;1.1;4.7;0.0
1620;-74.24;-71.62;-70.66;-73.82;-83.32;-77.18;1.0;4.7;0.0
1621;-74.29;-71.41;-70.18;-73.89;-83.42;-77.12;0.9;4.7;0.0
1622;-74.35;-71.21;-69.69;-73.97;-83.51;-77.06;0.8;4.7;0.0
1623;-74.41;-71.04;-69.21;-74.04;-83.61;-77.01;0.7;4.7;0.0
1624;-74.46;-70.88;-68.73;-74.11;-83.71;-76.96;0.6;4.7;0.0
1625;-74.52;-70.74;-68.26;-74.18;-83.81;-76.93;0.5;4.7;0.0
1626;-74.57;-70.62;-67.8;-74.25;-83.92;-76.89;0.4;4.7;0.0
1627;-74.63;-70.53;-67.36;-74.32;-84.02;-76.87;0.3;4.7;0.0
1628;-74.68;-70.46;-66.94;-74.39;-84.13;-76.85;0.2;4.7;0.0
1629;-74.73;-70.42;-66.55;-74.45;-84.24;-76.84;0.1;4.7;0.0
1630;-74.78;-70.4;-66.2;-74.51;-84.35;-76.84;0.0;4.7;0.0
1631;-74.75;-69.87;-67.02;-74.54;-84.5;-77.17;0.0;4.8;0.0
1632;-74.7;-69.88;-67.33;-74.48;-84.4;-77.17;0.1;4.8;0.0
1633;-74.65;-69.93;-67.68;-74.41;-84.29;-77.18;0.2;4.8;0.0
1634;-74.59;-70.0;-68.05;-74.35;-84.19;-77.2;0.3;4.8;0.0
1635;-74.54;-70.11;-68.45;-74.28;-84.09;-77.22;0.4;4.8;0.0
1636;-74.48;-70.24;-68.87;-74.21;-83.98;-77.25;0.5;4.8;0.0
