,t1,t4,t5,t6,x,y,o
1401,-79.99,-74.46,-72.95,-78.95,2.5,4.1,0
1402,-100.0,-100.0,-76.53,-78.68,2.4,4.1,0
1403,-80.87,-100.0,-69.59,-100.0,2.3,4.1,0
1404,-83.88,-91.15,-64.63,-74.21,2.2,4.1,0
1405,-82.34,-100.0,-70.15,-78.09,2.1,4.1,0
1406,-75.56,-83.11,-72.88,-86.51,2.0,4.1,0
1407,-82.48,-86.97,-75.9,-78.03,1.9,4.1,0
1408,-100.0,-100.0,-69.63,-70.32,1.8,4.1,0
1409,-79.5,-81.16,-79.02,-79.85,1.7,4.1,0
1410,-81.0,-83.95,-75.81,-70.29,1.6,4.1,0
1411,-79.17,-83.76,-79.76,-71.51,1.5,4.1,0
1412,-73.08,-100.0,-76.77,-69.46,1.4,4.1,0
1413,-81.87,-83.73,-77.77,-77.22,1.3,4.1,0
1414,-100.0,-78.02,-75.65,-81.24,1.2,4.1,0
1415,-75.88,-79.23,-81.88,-74.52,1.1,4.1,0
1416,-75.86,-83.83,-100.0,-80.88,1.0,4.1,0
1417,-76.57,-75.55,-81.03,-78.65,0.9,4.1,0
1418,-77.09,-79.47,-69.46,-73.28,0.8,4.1,0
1419,-82.93,-74.92,-67.58,-83.09,0.7,4.1,0
1420,-75.88,-75.43,-76.75,-79.24,0.6,4.1,0
1421,-81.19,-89.46,-72.9,-100.0,0.5,4.1,0
1422,-77.75,-71.5,-74.07,-73.04,0.4,4.1,0
1423,-74.75,-75.48,-80.83,-100.0,0.3,4.1,0
1424,-78.12,-75.83,-100.0,-83.61,0.2,4.1,0
1425,-78.09,-80.97,-73.28,-79.55,0.1,4.1,0
1426,-71.66,-74.21,-100.0,-76.19,0.0,4.1,0
1427,-80.67,-80.2,-82.33,-83.59,0.0,4.2,0
1428,-72.16,-75.25,-74.63,-81.76,0.1,4.2,0
1429,-82.31,-72.25,-72.48,-70.47,0.2,4.2,0
1430,-80.31,-76.92,-86.32,-72.56,0.3,4.2,0
1431,-80.63,-77.97,-83.59,-81.37,0.4,4.2,0
1432,-76.34,-80.41,-74.97,-74.53,0.5,4.2,0
1433,-100.0,-83.92,-100.0,-78.57,0.6,4.2,0
1434,-78.1,-82.26,-70.78,-75.73,0.7,4.2,0
1435,-82.32,-73.06,-74.97,-73.28,0.8,4.2,0
1436,-69.48,-81.05,-69.22,-74.55,0.9,4.2,0
1437,-86.36,-100.0,-76.56,-100.0,1.0,4.2,0
1438,-78.12,-100.0,-100.0,-85.22,1.1,4.2,0
1439,-80.17,-70.36,-70.9,-82.89,1.2,4.2,0
1440,-75.43,-100.0,-100.0,-81.22,1.3,4.2,0
1441,-78.56,-74.08,-78.94,-100.0,1.4,4.2,0
1442,-83.89,-83.6,-79.53,-73.8,1.5,4.2,0
1443,-77.68,-89.58,-79.09,-71.38,1.6,4.2,0
1444,-77.48,-84.03,-72.93,-78.61,1.7,4.2,0
1445,-75.64,-83.63,-74.59,-78.63,1.8,4.2,0
1446,-74.75,-81.75,-81.37,-80.63,1.9,4.2,0
1447,-75.22,-79.02,-69.11,-84.64,2.0,4.2,0
1448,-79.67,-86.87,-73.37,-75.96,2.1,4.2,0
1449,-78.63,-77.77,-69.72,-73.74,2.2,4.2,0
1450,-83.44,-79.26,-76.86,-71.42,2.3,4.2,0
1451,-81.87,-79.56,-76.84,-67.65,2.4,4.2,0
1452,-79.73,-89.5,-82.48,-81.98,2.5,4.2,0
1453,-71.35,-100.0,-73.5,-78.37,2.6,4.2,0
1454,-78.56,-77.38,-61.18,-76.65,2.7,4.2,0
1455,-78.8,-100.0,-73.75,-84.1,2.8,4.2,0
1456,-71.92,-100.0,-100.0,-80.08,2.9,4.2,0
1457,-79.16,-82.33,-76.84,-77.71,3.0,4.2,0
1458,-74.85,-77.06,-82.05,-72.59,3.1,4.2,0
1459,-76.84,-100.0,-76.4,-75.09,3.2,4.2,0
1460,-100.0,-78.76,-72.14,-74.13,3.3,4.2,0
1461,-72.13,-83.0,-71.32,-78.13,3.3,4.3,0
1462,-77.42,-80.59,-81.55,-100.0,3.2,4.3,0
1463,-83.65,-73.83,-77.15,-100.0,3.1,4.3,0
1464,-73.94,-83.91,-68.14,-82.15,3.0,4.3,0
1465,-100.0,-84.31,-60.97,-84.26,2.9,4.3,0
1466,-76.11,-78.38,-73.7,-72.67,2.8,4.3,0
1467,-66.34,-74.86,-75.4,-70.04,2.7,4.3,0
1468,-90.68,-86.76,-68.57,-80.69,2.6,4.3,0
1469,-80.15,-80.26,-67.92,-79.44,2.5,4.3,0
1470,-100.0,-82.22,-70.16,-70.94,2.4,4.3,0
1471,-83.13,-76.39,-77.7,-71.07,2.3,4.3,0
1472,-78.88,-76.29,-65.03,-78.0,2.2,4.3,0
1473,-78.84,-91.26,-70.42,-72.53,2.1,4.3,0
1474,-73.25,-76.6,-75.79,-78.28,2.0,4.3,0
1475,-81.42,-91.05,-74.17,-82.49,1.9,4.3,0
1476,-77.3,-83.3,-74.26,-83.29,1.8,4.3,0
1477,-74.22,-90.25,-69.03,-81.29,1.7,4.3,0
1478,-78.62,-79.57,-78.87,-82.83,1.6,4.3,0
1479,-83.89,-77.88,-69.59,-69.98,1.5,4.3,0
1480,-71.46,-79.31,-76.06,-85.98,1.4,4.3,0
1481,-77.52,-89.4,-84.46,-69.3,1.3,4.3,0
1482,-77.56,-77.12,-71.33,-78.48,1.2,4.3,0
1483,-71.21,-81.87,-82.59,-84.85,1.1,4.3,0
1484,-78.46,-74.76,-70.41,-71.35,1.0,4.3,0
1485,-69.26,-83.74,-100.0,-73.64,0.9,4.3,0
1486,-79.21,-77.33,-76.22,-75.17,0.8,4.3,0
1487,-100.0,-79.27,-77.27,-82.42,0.7,4.3,0
1488,-75.06,-100.0,-72.4,-70.59,0.6,4.3,0
1489,-86.56,-70.58,-100.0,-81.08,0.5,4.3,0
1490,-81.52,-78.77,-78.5,-69.55,0.4,4.3,0
1491,-74.51,-100.0,-83.36,-83.49,0.3,4.3,0
1492,-100.0,-77.63,-72.61,-77.46,0.2,4.3,0
1493,-83.65,-79.94,-85.99,-79.54,0.1,4.3,0
1494,-100.0,-78.32,-66.32,-77.58,0.0,4.3,0
1495,-75.1,-86.69,-72.57,-74.01,0.0,4.4,0
1496,-79.5,-86.86,-75.1,-82.3,0.1,4.4,0
1497,-80.86,-81.39,-73.29,-72.56,0.2,4.4,0
1498,-72.14,-77.68,-78.61,-74.66,0.3,4.4,0
1499,-83.79,-81.85,-78.61,-77.71,0.4,4.4,0
1500,-100.0,-82.6,-77.87,-78.3,0.5,4.4,0
1501,-80.58,-75.09,-76.64,-77.39,0.6,4.4,0
1502,-75.9,-83.85,-77.62,-77.91,0.7,4.4,0
1503,-77.54,-82.25,-73.95,-100.0,0.8,4.4,0
1504,-81.38,-78.4,-77.78,-100.0,0.9,4.4,0
1505,-81.42,-86.82,-73.53,-81.84,1.0,4.4,0
1506,-82.14,-79.21,-73.36,-100.0,1.1,4.4,0
1507,-69.09,-76.6,-100.0,-74.67,1.2,4.4,0
1508,-73.23,-80.35,-100.0,-79.89,1.3,4.4,0
1509,-84.07,-75.7,-100.0,-75.26,1.4,4.4,0
1510,-70.86,-83.97,-73.28,-100.0,1.5,4.4,0
1511,-76.95,-77.82,-75.69,-77.87,1.6,4.4,0
1512,-100.0,-80.37,-77.97,-100.0,1.7,4.4,0
1513,-81.63,-79.46,-100.0,-64.06,1.8,4.4,0
1514,-76.78,-82.99,-70.7,-69.56,1.9,4.4,0
1515,-84.92,-82.87,-75.66,-76.76,2.0,4.4,0
1516,-77.58,-100.0,-68.17,-66.17,2.1,4.4,0
1517,-80.87,-80.05,-70.62,-72.36,2.2,4.4,0
1518,-75.41,-81.57,-74.44,-70.84,2.3,4.4,0
1519,-79.22,-85.26,-65.79,-68.92,2.4,4.4,0
1520,-80.96,-82.21,-80.87,-100.0,2.5,4.4,0
1521,-76.44,-74.56,-64.4,-72.99,2.6,4.4,0
1522,-73.05,-82.06,-74.43,-70.87,2.7,4.4,0
1523,-78.36,-100.0,-70.07,-81.69,2.8,4.4,0
1524,-70.99,-80.82,-67.78,-77.57,2.9,4.4,0
1525,-81.84,-82.5,-77.0,-79.63,3.0,4.4,0
1526,-76.96,-100.0,-80.25,-75.52,3.1,4.4,0
1527,-72.82,-83.83,-64.96,-82.62,3.2,4.4,0
1528,-84.05,-69.26,-74.11,-71.33,3.3,4.4,0
1529,-74.58,-74.2,-69.85,-84.24,3.3,4.5,0
1530,-84.55,-75.74,-71.78,-77.59,3.2,4.5,0
1531,-100.0,-100.0,-69.18,-78.03,3.1,4.5,0
1532,-74.92,-85.99,-67.79,-70.61,3.0,4.5,0
1533,-76.55,-74.43,-72.5,-75.18,2.9,4.5,0
1534,-78.14,-82.85,-68.24,-76.6,2.8,4.5,0
1535,-74.13,-80.01,-76.57,-79.87,2.7,4.5,0
1536,-70.04,-82.21,-100.0,-71.51,2.6,4.5,0
1537,-76.94,-83.74,-71.07,-82.83,2.5,4.5,0
1538,-81.9,-80.85,-79.15,-79.18,2.4,4.5,0
1539,-72.23,-81.25,-81.68,-69.95,2.3,4.5,0
1540,-79.33,-72.79,-69.29,-69.61,2.2,4.5,0
1541,-100.0,-78.59,-75.11,-74.82,2.1,4.5,0
1542,-87.69,-73.87,-69.09,-75.24,2.0,4.5,0
1543,-83.27,-81.56,-72.09,-82.37,1.9,4.5,0
1544,-81.58,-84.37,-73.24,-72.96,1.8,4.5,0
1545,-82.15,-66.42,-74.5,-72.47,1.7,4.5,0
1546,-83.76,-100.0,-67.52,-72.33,1.6,4.5,0
1547,-72.31,-82.54,-77.27,-76.58,1.5,4.5,0
1548,-79.69,-73.77,-74.04,-81.33,1.4,4.5,0
1549,-79.85,-71.66,-75.79,-74.21,1.3,4.5,0
1550,-69.88,-86.33,-88.75,-79.39,1.2,4.5,0
1551,-88.02,-82.38,-79.89,-77.12,1.1,4.5,0
1552,-87.93,-71.98,-78.2,-77.65,1.0,4.5,0
1553,-81.44,-83.51,-100.0,-81.03,0.9,4.5,0
1554,-75.02,-74.4,-100.0,-81.38,0.8,4.5,0
1555,-77.69,-85.22,-66.23,-77.88,0.7,4.5,0
1556,-79.01,-75.3,-76.0,-78.93,0.6,4.5,0
1557,-78.51,-74.75,-67.13,-100.0,0.5,4.5,0
1558,-85.14,-100.0,-78.04,-84.09,0.4,4.5,0
1559,-76.19,-87.23,-100.0,-100.0,0.3,4.5,0
1560,-83.27,-100.0,-72.16,-77.49,0.2,4.5,0
1561,-75.05,-76.58,-74.04,-74.53,0.1,4.5,0
1562,-78.45,-83.62,-73.98,-76.94,0.0,4.5,0
1563,-81.65,-80.14,-75.0,-75.16,0.0,4.6,0
1564,-100.0,-74.63,-77.06,-100.0,0.1,4.6,0
1565,-82.66,-81.18,-100.0,-100.0,0.2,4.6,0
1566,-78.92,-75.5,-74.68,-70.71,0.3,4.6,0
1567,-94.21,-83.35,-72.92,-80.54,0.4,4.6,0
1568,-85.78,-77.8,-66.69,-69.98,0.5,4.6,0
1569,-86.19,-89.58,-71.47,-77.35,0.6,4.6,0
1570,-76.64,-74.95,-77.46,-100.0,0.7,4.6,0
1571,-79.54,-77.78,-71.91,-79.77,0.8,4.6,0
1572,-81.6,-87.4,-76.59,-78.69,0.9,4.6,0
1573,-72.54,-76.87,-73.14,-78.28,1.0,4.6,0
1574,-82.19,-81.98,-76.38,-100.0,1.1,4.6,0
1575,-68.85,-78.55,-70.43,-86.24,1.2,4.6,0
1576,-76.05,-76.93,-73.41,-72.94,1.3,4.6,0
1577,-74.99,-78.31,-74.0,-100.0,1.4,4.6,0
1578,-70.51,-77.4,-73.8,-77.69,1.5,4.6,0
1579,-71.33,-100.0,-74.97,-73.94,1.6,4.6,0
1580,-85.26,-100.0,-75.37,-74.62,1.7,4.6,0
1581,-74.22,-85.71,-72.41,-70.38,1.8,4.6,0
1582,-82.25,-76.38,-71.08,-78.13,1.9,4.6,0
1583,-83.02,-77.95,-67.15,-76.04,2.0,4.6,0
1584,-72.34,-77.46,-100.0,-83.76,2.1,4.6,0
1585,-85.96,-77.65,-71.42,-72.09,2.2,4.6,0
1586,-77.44,-81.95,-64.36,-100.0,2.3,4.6,0
1587,-100.0,-75.08,-70.2,-84.18,2.4,4.6,0
1588,-81.19,-66.13,-72.08,-75.86,2.5,4.6,0
1589,-80.41,-83.87,-66.24,-74.93,2.6,4.6,0
1590,-71.66,-76.82,-68.65,-81.2,2.7,4.6,0
1591,-85.87,-73.9,-75.28,-76.07,2.8,4.6,0
1592,-81.27,-79.91,-71.22,-78.36,2.9,4.6,0
1593,-81.27,-74.09,-70.72,-69.51,3.0,4.6,0
1594,-76.01,-85.16,-75.28,-82.63,3.1,4.6,0
1595,-73.01,-84.16,-82.46,-76.54,3.2,4.6,0
1596,-76.32,-72.54,-66.29,-77.82,3.3,4.6,0
1597,-100.0,-81.74,-70.91,-77.61,3.3,4.7,0
1598,-80.61,-83.36,-100.0,-73.27,3.2,4.7,0
1599,-71.5,-81.49,-70.48,-100.0,3.1,4.7,0
1600,-74.48,-82.87,-62.52,-71.15,3.0,4.7,0
1601,-76.14,-83.31,-100.0,-79.22,2.9,4.7,0
1602,-79.34,-75.71,-70.63,-100.0,2.8,4.7,0
1603,-82.46,-88.01,-71.07,-76.52,2.7,4.7,0
1604,-83.88,-100.0,-71.68,-78.32,2.6,4.7,0
1605,-74.39,-100.0,-65.84,-75.6,2.5,4.7,0
1606,-79.01,-100.0,-68.7,-64.33,2.4,4.7,0
1607,-70.96,-81.08,-69.34,-100.0,2.3,4.7,0
1608,-85.72,-86.99,-62.81,-85.81,2.2,4.7,0
1609,-76.58,-91.03,-72.9,-72.5,2.1,4.7,0
1610,-75.06,-100.0,-65.86,-79.06,2.0,4.7,0
1611,-75.89,-83.0,-72.29,-76.53,1.9,4.7,0
1612,-79.9,-100.0,-75.49,-83.32,1.8,4.7,0
1613,-76.32,-89.02,-68.84,-69.19,1.7,4.7,0
1614,-79.46,-73.28,-71.73,-62.37,1.6,4.7,0
1615,-80.78,-76.47,-75.06,-77.14,1.5,4.7,0
1616,-72.36,-87.61,-83.86,-83.35,1.4,4.7,0
1617,-79.89,-83.72,-70.66,-80.93,1.3,4.7,0
1618,-100.0,-77.06,-66.15,-71.96,1.2,4.7,0
1619,-82.27,-80.38,-72.69,-100.0,1.1,4.7,0
1620,-77.99,-100.0,-76.47,-87.23,1.0,4.7,0
1621,-100.0,-84.83,-72.36,-72.28,0.9,4.7,0
1622,-77.46,-73.99,-77.42,-74.21,0.8,4.7,0
1623,-75.05,-74.31,-79.95,-74.87,0.7,4.7,0
1624,-78.95,-83.08,-78.36,-73.79,0.6,4.7,0
1625,-77.5,-77.93,-75.27,-68.8,0.5,4.7,0
1626,-78.38,-81.05,-71.51,-84.27,0.4,4.7,0
1627,-67.6,-75.82,-82.05,-83.07,0.3,4.7,0
1628,-77.5,-82.35,-100.0,-80.64,0.2,4.7,0
1629,-78.15,-72.41,-74.71,-79.67,0.1,4.7,0
1630,-80.54,-80.45,-73.08,-78.06,0.0,4.7,0
1631,-74.24,-73.64,-75.07,-78.12,0.0,4.8,0
1632,-86.87,-100.0,-73.29,-77.91,0.1,4.8,0
1633,-83.26,-76.43,-65.43,-80.16,0.2,4.8,0
1634,-80.6,-100.0,-72.16,-71.12,0.3,4.8,0
1635,-81.94,-77.45,-70.87,-75.55,0.4,4.8,0
1636,-74.48,-72.92,-100.0,-73.97,0.5,4.8,0
1637,-71.14,-73.03,-70.89,-100.0,0.6,4.8,0
1638,-81.1,-81.53,-66.42,-74.01,0.7,4.8,0
1639,-87.13,-80.33,-78.47,-77.93,0.8,4.8,0
1640,-85.07,-83.36,-72.34,-78.93,0.9,4.8,0
1641,-82.44,-100.0,-75.25,-76.39,1.0,4.8,0
1642,-82.57,-71.81,-69.87,-75.31,1.1,4.8,0
1643,-84.66,-83.14,-75.32,-79.73,1.2,4.8,0
1644,-89.42,-88.47,-70.86,-73.06,1.3,4.8,0
1645,-84.75,-83.42,-76.71,-73.82,1.4,4.8,0
1646,-77.19,-100.0,-71.66,-76.56,1.5,4.8,0
1647,-68.31,-82.14,-100.0,-74.65,1.6,4.8,0
1648,-77.54,-71.2,-73.34,-70.21,1.7,4.8,0
1649,-77.85,-81.57,-74.23,-74.04,1.8,4.8,0
1650,-70.41,-83.23,-73.57,-76.69,1.9,4.8,0
1651,-84.27,-81.27,-69.08,-80.06,2.0,4.8,0
1652,-80.68,-78.73,-71.28,-79.14,2.1,4.8,0
1653,-87.72,-84.37,-74.53,-81.78,2.2,4.8,0
1654,-78.76,-76.14,-68.04,-76.25,2.3,4.8,0
1655,-73.3,-77.06,-71.53,-77.38,2.4,4.8,0
1656,-74.44,-74.76,-71.73,-86.03,2.5,4.8,0
1657,-81.72,-87.76,-77.14,-82.92,2.6,4.8,0
1658,-70.51,-74.1,-100.0,-74.39,2.7,4.8,0
1659,-66.78,-84.0,-72.53,-75.07,2.8,4.8,0
1660,-82.99,-87.73,-63.81,-81.38,2.9,4.8,0
1661,-76.25,-82.3,-70.07,-100.0,3.0,4.8,0
1662,-77.93,-100.0,-66.53,-78.71,3.1,4.8,0
1663,-75.82,-80.55,-100.0,-85.49,3.2,4.8,0
1664,-73.47,-82.49,-62.26,-74.84,3.3,4.8,0
1665,-69.5,-100.0,-72.02,-73.77,3.3,4.9,0
1666,-90.53,-87.49,-61.72,-83.26,3.2,4.9,0
1667,-74.83,-100.0,-60.06,-80.64,3.1,4.9,0
1668,-84.14,-81.02,-65.98,-72.16,3.0,4.9,0
1669,-79.22,-84.1,-67.25,-100.0,2.9,4.9,0
1670,-77.58,-83.88,-70.95,-68.11,2.8,4.9,0
1671,-83.48,-87.96,-72.9,-66.81,2.7,4.9,0
1672,-78.65,-77.54,-71.45,-73.87,2.6,4.9,0
1673,-81.99,-73.87,-68.11,-83.87,2.5,4.9,0
1674,-77.8,-77.05,-64.96,-77.59,2.4,4.9,0
1675,-76.81,-85.5,-69.88,-74.17,2.3,4.9,0
1676,-85.93,-83.65,-67.65,-79.21,2.2,4.9,0
1677,-75.85,-78.83,-71.16,-100.0,2.1,4.9,0
1678,-80.36,-81.06,-70.67,-73.57,2.0,4.9,0
1679,-79.49,-77.32,-72.83,-75.97,1.9,4.9,0
1680,-79.45,-79.74,-100.0,-73.92,1.8,4.9,0
1681,-86.83,-86.15,-78.16,-78.68,1.7,4.9,0
1682,-81.5,-84.2,-72.44,-78.34,1.6,4.9,0
1683,-79.26,-100.0,-69.44,-75.38,1.5,4.9,0
1684,-77.94,-92.05,-74.38,-78.93,1.4,4.9,0
1685,-92.13,-80.63,-71.76,-80.75,1.3,4.9,0
1686,-80.61,-72.83,-100.0,-77.67,1.2,4.9,0
1687,-79.62,-90.23,-69.54,-75.67,1.1,4.9,0
1688,-70.1,-85.63,-74.75,-75.3,1.0,4.9,0
1689,-81.39,-84.19,-100.0,-84.24,0.9,4.9,0
1690,-100.0,-79.7,-77.05,-76.58,0.8,4.9,0
1691,-75.66,-77.67,-73.93,-82.79,0.7,4.9,0
1692,-80.8,-83.62,-72.71,-82.04,0.6,4.9,0
1693,-81.61,-79.28,-77.04,-73.12,0.5,4.9,0
1694,-75.12,-73.86,-73.96,-81.3,0.4,4.9,0
1695,-81.33,-83.72,-76.27,-83.1,0.3,4.9,0
1696,-72.63,-85.08,-66.14,-75.86,0.2,4.9,0
1697,-76.85,-74.27,-73.84,-87.65,0.1,4.9,0
1698,-74.54,-81.96,-77.08,-75.45,0.0,4.9,0
1699,-75.1,-100.0,-72.19,-87.74,0.0,5.0,0
1700,-82.18,-74.71,-76.86,-80.38,0.1,5.0,0
1701,-78.0,-85.18,-100.0,-79.31,0.2,5.0,0
1702,-100.0,-85.44,-77.48,-100.0,0.3,5.0,0
1703,-77.08,-74.84,-60.05,-80.0,0.4,5.0,0
1704,-85.35,-74.56,-77.46,-83.21,0.5,5.0,0
1705,-70.51,-85.72,-78.39,-87.44,0.6,5.0,0
1706,-100.0,-83.61,-72.24,-83.49,0.7,5.0,0
1707,-73.98,-84.33,-70.15,-84.78,0.8,5.0,0
1708,-86.42,-100.0,-80.84,-80.37,0.9,5.0,0
1709,-73.8,-82.87,-77.62,-82.72,1.0,5.0,0
1710,-76.96,-79.84,-68.12,-77.48,1.1,5.0,0
1711,-81.08,-100.0,-100.0,-76.18,1.2,5.0,0
1712,-77.04,-76.81,-71.55,-100.0,1.3,5.0,0
1713,-83.66,-80.74,-74.29,-69.29,1.4,5.0,0
1714,-83.56,-87.03,-66.76,-79.08,1.5,5.0,0
1715,-100.0,-85.02,-69.13,-88.34,1.6,5.0,0
1716,-63.77,-81.28,-71.72,-83.68,1.7,5.0,0
1717,-100.0,-78.43,-62.46,-80.3,1.8,5.0,0
1718,-78.55,-80.1,-75.4,-77.17,1.9,5.0,0
1719,-79.38,-80.6,-80.47,-71.7,2.0,5.0,0
1720,-74.1,-83.81,-63.22,-80.51,2.1,5.0,0
1721,-77.61,-68.64,-67.4,-74.83,2.2,5.0,0
1722,-84.75,-84.78,-66.15,-70.95,2.3,5.0,0
1723,-72.94,-86.13,-64.29,-100.0,2.4,5.0,0
1724,-79.17,-83.16,-68.67,-66.86,2.5,5.0,0
1725,-76.24,-100.0,-69.57,-75.71,2.6,5.0,0
1726,-78.29,-81.25,-71.5,-71.06,2.7,5.0,0
1727,-71.31,-79.82,-73.83,-81.07,2.8,5.0,0
1728,-79.43,-80.97,-69.97,-77.18,2.9,5.0,0
1729,-75.94,-79.57,-61.63,-74.3,3.0,5.0,0
1730,-64.32,-90.24,-64.93,-63.27,3.1,5.0,0
1731,-74.94,-83.16,-70.16,-69.24,3.2,5.0,0
1732,-81.17,-90.38,-69.83,-79.66,3.3,5.0,0
1733,-87.92,-100.0,-79.09,-65.14,3.3,5.1,0
1734,-84.89,-88.84,-100.0,-76.53,3.2,5.1,0
1735,-83.36,-100.0,-69.62,-100.0,3.1,5.1,0
1736,-81.76,-85.66,-65.43,-100.0,3.0,5.1,0
1737,-70.51,-78.61,-66.74,-81.68,2.9,5.1,0
1738,-73.63,-85.08,-69.33,-84.34,2.8,5.1,0
1739,-80.66,-100.0,-71.67,-75.86,2.7,5.1,0
1740,-70.89,-77.71,-68.78,-71.11,2.6,5.1,0
1741,-79.16,-95.41,-75.59,-74.59,2.5,5.1,0
1742,-83.41,-92.11,-72.34,-79.53,2.4,5.1,0
1743,-100.0,-81.99,-73.24,-82.02,2.3,5.1,0
1744,-84.15,-76.04,-70.37,-74.35,2.2,5.1,0
1745,-100.0,-77.72,-100.0,-82.79,2.1,5.1,0
1746,-79.22,-81.43,-78.45,-100.0,2.0,5.1,0
1747,-82.26,-100.0,-79.29,-71.84,1.9,5.1,0
1748,-79.53,-86.27,-72.25,-79.7,1.8,5.1,0
1749,-74.71,-82.01,-71.21,-76.93,1.7,5.1,0
1750,-77.42,-78.16,-68.57,-73.63,1.6,5.1,0
1751,-81.14,-78.88,-70.67,-78.49,1.5,5.1,0
1752,-79.41,-78.45,-67.35,-64.35,1.4,5.1,0
1753,-74.88,-100.0,-74.5,-69.29,1.3,5.1,0
1754,-78.55,-80.58,-66.13,-75.07,1.2,5.1,0
1755,-74.44,-86.59,-74.36,-83.37,1.1,5.1,0
1756,-79.54,-80.54,-71.51,-81.78,1.0,5.1,0
1757,-73.16,-85.61,-100.0,-81.16,0.9,5.1,0
1758,-76.63,-77.63,-69.86,-76.08,0.8,5.1,0
1759,-87.14,-78.67,-69.49,-77.88,0.7,5.1,0
1760,-73.84,-81.15,-81.58,-68.05,0.6,5.1,0
1761,-75.48,-82.08,-78.11,-73.29,0.5,5.1,0
1762,-78.73,-79.91,-73.88,-80.68,0.4,5.1,0
1763,-79.29,-79.69,-70.45,-80.5,0.3,5.1,0
1764,-80.16,-100.0,-68.85,-79.1,0.2,5.1,0
1765,-75.74,-100.0,-69.89,-100.0,0.1,5.1,0
1766,-67.93,-100.0,-76.46,-90.4,0.0,5.1,0
1767,-87.69,-76.79,-74.26,-85.65,0.0,5.2,0
1768,-100.0,-82.84,-66.75,-76.37,0.1,5.2,0
1769,-75.08,-88.85,-70.38,-77.79,0.2,5.2,0
1770,-75.79,-91.89,-100.0,-80.79,0.3,5.2,0
1771,-75.51,-78.2,-76.31,-100.0,0.4,5.2,0
1772,-79.37,-76.18,-77.14,-80.85,0.5,5.2,0
1773,-79.48,-83.08,-72.85,-87.12,0.6,5.2,0
1774,-78.62,-100.0,-77.62,-77.78,0.7,5.2,0
1775,-79.75,-75.92,-64.58,-74.99,0.8,5.2,0
1776,-73.61,-76.9,-69.7,-100.0,0.9,5.2,0
1777,-83.55,-77.8,-100.0,-82.02,1.0,5.2,0
1778,-88.0,-73.55,-76.82,-76.01,1.1,5.2,0
1779,-69.03,-85.59,-100.0,-78.38,1.2,5.2,0
1780,-91.73,-82.5,-73.35,-78.13,1.3,5.2,0
1781,-82.99,-82.67,-68.54,-79.07,1.4,5.2,0
1782,-80.42,-81.08,-69.66,-82.92,1.5,5.2,0
1783,-82.25,-74.97,-100.0,-83.81,1.6,5.2,0
1784,-80.27,-77.92,-66.71,-71.41,1.7,5.2,0
1785,-82.13,-79.52,-75.25,-100.0,1.8,5.2,0
1786,-85.19,-81.9,-78.48,-73.63,1.9,5.2,0
1787,-100.0,-100.0,-100.0,-78.45,2.0,5.2,0
1788,-80.06,-85.72,-71.64,-69.48,2.1,5.2,0
1789,-78.27,-81.56,-66.76,-76.69,2.2,5.2,0
1790,-84.36,-88.52,-73.35,-71.48,2.3,5.2,0
1791,-82.54,-100.0,-71.38,-100.0,2.4,5.2,0
1792,-85.31,-86.05,-70.93,-68.7,2.5,5.2,0
1793,-81.71,-77.78,-76.55,-79.3,2.6,5.2,0
1794,-69.09,-78.32,-73.48,-70.1,2.7,5.2,0
1795,-81.86,-74.93,-69.73,-66.2,2.8,5.2,0
1796,-76.66,-90.09,-100.0,-75.46,2.9,5.2,0
1797,-75.67,-82.99,-100.0,-71.53,3.0,5.2,0
1798,-84.7,-82.84,-69.91,-74.57,3.1,5.2,0
1799,-75.87,-83.28,-72.28,-85.52,3.2,5.2,0
1800,-81.71,-80.02,-61.94,-72.24,3.3,5.2,0
1801,-81.08,-89.55,-65.17,-79.48,3.3,5.3,0
1802,-100.0,-100.0,-66.32,-71.73,3.2,5.3,0
1803,-80.59,-77.14,-72.06,-75.23,3.1,5.3,0
1804,-85.43,-81.9,-74.67,-76.06,3.0,5.3,0
1805,-83.71,-73.98,-64.96,-78.3,2.9,5.3,0
1806,-75.57,-88.51,-100.0,-74.81,2.8,5.3,0
1807,-79.26,-76.97,-65.68,-74.64,2.7,5.3,0
1808,-82.6,-84.23,-60.56,-76.29,2.6,5.3,0
1809,-71.28,-83.19,-68.32,-100.0,2.5,5.3,0
1810,-74.97,-91.62,-69.92,-85.1,2.4,5.3,0
1811,-81.13,-75.26,-69.39,-85.29,2.3,5.3,0
1812,-70.86,-80.43,-65.25,-64.78,2.2,5.3,0
1813,-100.0,-74.4,-100.0,-76.07,2.1,5.3,0
1814,-83.25,-86.28,-73.71,-79.46,2.0,5.3,0
1815,-77.77,-88.24,-77.88,-75.2,1.9,5.3,0
1816,-73.78,-78.04,-64.54,-82.88,1.8,5.3,0
1817,-78.87,-79.87,-61.34,-100.0,1.7,5.3,0
1818,-78.02,-100.0,-76.04,-76.12,1.6,5.3,0
1819,-77.98,-80.87,-73.3,-78.09,1.5,5.3,0
1820,-85.57,-84.31,-68.99,-78.95,1.4,5.3,0
1821,-77.41,-87.26,-74.17,-69.17,1.3,5.3,0
1822,-74.83,-69.78,-70.32,-77.96,1.2,5.3,0
1823,-86.12,-81.68,-75.07,-67.9,1.1,5.3,0
