;t1;t2;t3;t4;t5;t6;x;y
9872;-74.48;-72.88;-76.56;-71.04;-76.64;-75.04;1.8;1.4
9873;-73.68;-72.8;-76.88;-70.0;-75.48;-74.92;1.8;1.5
9874;-73.68;-74.32;-75.6;-67.92;-71.0;-73.0;2.0;1.7
9875;-72.32;-72.04;-77.32;-67.4;-67.68;-72.92;2.4;1.6
9876;-76.28;-72.8;-75.6;-72.24;-75.4;-74.96;2.0;1.3
9877;-73.96;-73.44;-77.28;-69.88;-77.12;-74.96;1.7;1.4
9878;-74.88;-75.28;-75.12;-63.92;-74.52;-73.88;1.4;1.5
9879;-74.88;-75.28;-75.12;-63.92;-74.52;-73.88;1.4;1.5
9880;-74.72;-75.36;-76.4;-65.12;-73.96;-73.72;1.4;1.7
9881;-74.34;-76.48;-77.96;-59.64;-72.32;-74.44;0.8;1.3
9882;-74.36;-78.56;-77.04;-59.8;-75.44;-74.8;0.6;1.3
9883;-74.44;-75.8;-75.16;-58.8;-75.48;-76.24;0.7;1.1
9884;-74.34;-77.12;-78.64;-59.96;-71.68;-73.72;0.8;1.4
9885;-74.64;-79.72;-78.56;-60.2;-74.92;-73.52;0.5;1.4
9886;-75.28;-77.32;-76.52;-59.56;-72.12;-72.88;0.9;1.5
9887;-73.6;-73.44;-77.52;-69.84;-75.88;-74.6;1.6;1.7
9888;-72.72;-74.28;-74.8;-68.88;-72.6;-72.6;1.9;1.8
9889;-73.2;-75.44;-74.24;-66.84;-68.44;-71.36;2.1;1.9
9890;-73.68;-76.12;-75.6;-65.64;-73.04;-72.28;1.4;2.0
9891;-75.52;-76.92;-76.04;-63.76;-72.2;-72.04;1.3;2.1
9892;-73.2;-72.4;-76.8;-71.0;-77.4;-75.2;1.7;1.5
9893;-75.36;-77.08;-72.68;-59.16;-73.24;-73.04;1.1;1.7
9894;-75.56;-77.16;-73.76;-59.24;-72.84;-73.0;1.1;1.6
9895;-73.6;-75.64;-74.44;-67.2;-74.04;-71.72;1.5;2.1
9896;-71.76;-73.48;-74.64;-70.88;-76.44;-73.16;1.7;1.8
9897;-73.6;-73.44;-77.52;-69.84;-75.88;-74.6;1.6;1.7
9898;-75.36;-77.08;-72.68;-59.16;-73.24;-73.04;1.1;1.7
9899;-71.52;-73.56;-76.52;-59.4;-74.2;-77.84;1.0;0.9
9900;-78.84;-73.56;-77.96;-57.8;-72.4;-71.28;0.5;0.7
9901;-79.01;-80.48;-75.32;-62.24;-78.04;-71.32;0.6;0.2
9902;-80.0;-74.76;-76.96;-56.96;-74.48;-71.36;0.6;0.5
9903;-81.8;-75.24;-79.24;-53.24;-75.92;-70.64;0.3;0.5
9904;-80.04;-73.88;-79.48;-55.32;-73.36;-70.8;0.3;0.7
9905;-81.52;-74.72;-80.12;-53.04;-75.12;-70.48;0.2;0.6
9906;-81.8;-75.24;-79.24;-53.24;-75.92;-70.64;0.3;0.5
9907;-78.56;-73.04;-78.84;-57.6;-71.6;-71.12;0.4;0.8
9908;-76.6;-74.12;-77.16;-59.0;-73.6;-73.2;0.9;0.5
9909;-78.43;-78.8;-75.52;-62.56;-76.12;-72.92;0.8;0.1
9910;-78.18;-81.76;-74.24;-64.88;-78.36;-71.76;0.7;0.1
9911;-78.18;-81.76;-74.24;-64.88;-78.36;-71.76;0.7;0.1
9912;-80.05;-79.32;-77.48;-60.56;-76.64;-73.4;0.5;0.0
9913;-78.74;-71.24;-77.96;-56.04;-71.28;-74.08;1.1;0.3
9914;-75.2;-73.88;-77.64;-59.4;-73.4;-74.0;1.0;0.5
9915;-78.52;-73.92;-76.32;-59.24;-72.72;-71.68;0.7;0.6
9916;-77.64;-73.24;-76.44;-60.28;-71.44;-71.76;0.7;0.7
9917;-79.91;-79.24;-76.76;-59.92;-77.36;-71.72;0.5;0.2
9918;-81.78;-76.8;-80.0;-55.6;-75.64;-73.36;0.3;0.1
9919;-81.78;-76.8;-80.0;-55.6;-75.64;-73.36;0.3;0.1
9920;-82.75;-75.6;-81.8;-53.6;-74.6;-74.6;0.2;0.0
9921;-80.95;-78.08;-78.92;-58.24;-75.96;-73.8;0.4;0.0
9922;-80.67;-77.92;-77.48;-56.96;-77.4;-70.44;0.4;0.4
9923;-81.64;-76.72;-79.28;-54.96;-76.36;-71.68;0.3;0.3
9924;-81.8;-75.24;-79.24;-53.24;-75.92;-70.64;0.3;0.5
9925;-81.8;-75.24;-79.24;-53.24;-75.92;-70.64;0.3;0.5
9926;-81.8;-75.24;-79.24;-53.24;-75.92;-70.64;0.3;0.5
9927;-81.2;-75.08;-78.48;-54.48;-75.44;-70.88;0.4;0.5
9928;-82.61;-75.52;-81.08;-52.96;-75.32;-72.92;0.2;0.2
9929;-81.2;-75.08;-78.48;-54.48;-75.44;-70.88;0.4;0.5
9930;-79.72;-74.24;-77.84;-56.76;-73.68;-71.2;0.5;0.6
9931;-82.47;-75.44;-80.36;-52.32;-76.04;-71.24;0.2;0.4
9932;-82.4;-75.4;-80.0;-52.0;-76.4;-70.4;0.2;0.5
9933;-79.16;-73.2;-79.6;-56.36;-72.08;-70.88;0.3;0.8
9934;-73.42;-76.56;-79.52;-60.28;-71.44;-75.56;1.0;1.2
9935;-74.8;-74.2;-74.8;-58.2;-75.0;-76.4;0.7;1.0
9936;-75.64;-77.68;-79.36;-59.4;-73.44;-72.56;0.4;1.3
9937;-76.28;-77.24;-80.52;-59.2;-72.44;-71.44;0.3;1.3
9938;-73.96;-78.32;-80.16;-61.64;-74.0;-70.24;0.4;1.7
9939;-75.36;-78.44;-79.88;-59.96;-72.04;-71.68;0.5;1.5
9940;-75.28;-77.32;-76.52;-59.56;-72.12;-72.88;0.9;1.5
9941;-75.28;-76.32;-75.84;-62.76;-73.0;-73.28;1.3;1.7
9942;-71.04;-74.04;-74.12;-70.44;-75.96;-72.36;1.7;2.1
9943;-74.88;-75.28;-75.12;-63.92;-74.52;-73.88;1.4;1.5
9944;-75.48;-75.52;-78.24;-67.64;-76.56;-74.48;1.7;1.2
9945;-75.0;-76.88;-78.64;-62.24;-73.4;-75.16;1.4;1.1
9946;-74.48;-76.04;-78.36;-66.12;-76.36;-76.04;1.7;0.7
9947;-75.96;-75.88;-77.52;-65.92;-74.44;-74.76;1.8;0.8
9948;-75.76;-73.36;-76.32;-71.08;-75.88;-74.88;1.9;1.3
9949;-77.52;-77.04;-78.48;-66.56;-75.52;-74.08;1.8;1.0
9950;-75.96;-75.88;-77.52;-65.92;-74.44;-74.76;1.8;0.8
9951;-76.16;-77.08;-78.92;-65.64;-76.12;-74.68;1.7;0.9
9952;-72.8;-76.76;-79.4;-65.64;-74.44;-78.48;1.6;0.9
9953;-74.08;-73.64;-75.56;-66.68;-73.0;-76.2;1.9;0.5
9954;-77.38;-77.52;-78.76;-71.76;-77.48;-80.88;2.0;0.3
9955;-75.76;-74.68;-76.12;-66.2;-72.76;-74.84;1.9;0.7
9956;-74.72;-72.96;-74.44;-66.72;-71.2;-75.6;2.0;0.5
9957;-74.46;-72.88;-78.04;-60.28;-73.4;-74.48;1.3;0.2
9958;-76.88;-73.88;-77.8;-59.24;-72.68;-75.28;1.2;0.1
9959;-74.9;-72.72;-78.44;-67.4;-76.6;-74.88;1.9;0.0
9960;-73.2;-71.16;-78.12;-65.2;-76.2;-72.84;1.8;0.0
9961;-70.56;-70.24;-78.16;-62.68;-75.32;-71.84;1.6;0.2
9962;-72.54;-73.92;-77.8;-65.88;-76.44;-76.08;1.7;0.4
9963;-73.72;-73.32;-78.12;-66.64;-76.52;-75.48;1.8;0.2
9964;-73.98;-74.4;-78.12;-67.36;-76.68;-76.8;1.8;0.3
9965;-73.98;-74.4;-78.12;-67.36;-76.68;-76.8;1.8;0.3
9966;-78.0;-74.0;-77.6;-59.0;-72.6;-75.2;1.2;0.0
9967;-76.7;-73.12;-77.64;-59.8;-73.24;-74.32;1.3;-0.0
9968;-78.43;-78.8;-75.52;-62.56;-76.12;-72.92;0.8;0.1
9969;-78.18;-81.76;-74.24;-64.88;-78.36;-71.76;0.7;0.1
9970;-78.61;-75.8;-76.44;-59.92;-74.24;-73.24;0.9;0.2
9971;-78.51;-72.68;-77.64;-57.44;-72.08;-74.28;1.1;0.2
9972;-73.16;-72.0;-78.08;-61.08;-74.04;-73.6;1.4;0.2
9973;-78.97;-69.8;-78.28;-54.64;-70.48;-73.88;1.1;0.4
9974;-72.22;-72.64;-78.44;-60.76;-73.56;-74.64;1.3;0.4
9975;-69.44;-70.12;-78.36;-62.92;-75.4;-71.92;1.6;0.3
9976;-78.82;-78.0;-79.08;-73.24;-77.72;-81.6;2.1;0.2
9977;-73.4;-73.0;-78.0;-65.8;-71.6;-76.0;2.7;-0.0
9978;-73.24;-72.84;-77.6;-66.32;-71.04;-76.24;2.7;0.1
9979;-81.24;-78.12;-77.36;-72.2;-64.72;-80.8;3.1;0.4
9980;-79.12;-76.68;-77.12;-71.12;-65.88;-79.84;3.0;0.4
9981;-81.4;-78.28;-77.76;-71.68;-65.28;-80.56;3.1;0.3
9982;-75.76;-73.32;-75.96;-67.84;-71.24;-76.36;2.4;0.2
9983;-77.44;-72.88;-73.56;-68.56;-70.0;-74.4;2.2;0.7
9984;-74.64;-71.84;-73.72;-67.44;-68.08;-75.52;2.4;0.5
9985;-75.32;-71.72;-72.96;-67.12;-67.84;-74.96;2.3;0.5
9986;-75.76;-74.68;-76.12;-66.2;-72.76;-74.84;1.9;0.7
9987;-72.54;-73.92;-77.8;-65.88;-76.44;-76.08;1.7;0.4
9988;-77.04;-73.32;-73.88;-66.28;-69.16;-73.64;2.1;0.7
9989;-69.32;-70.08;-78.0;-71.28;-72.64;-75.36;2.8;1.0
9990;-68.52;-70.4;-78.0;-70.28;-70.4;-74.16;2.7;1.2
9991;-72.92;-72.04;-77.72;-69.16;-68.72;-75.96;3.0;1.7
9992;-73.2;-74.52;-78.84;-71.92;-68.72;-75.64;2.8;1.8
9993;-71.68;-70.68;-77.32;-68.16;-68.0;-75.48;3.0;1.6
9994;-69.8;-71.36;-78.48;-65.72;-74.8;-75.4;3.0;2.5
9995;-71.0;-75.2;-79.8;-61.4;-72.4;-76.0;2.7;2.5
9996;-71.0;-75.2;-79.8;-61.4;-72.4;-76.0;2.7;2.5
9997;-70.4;-70.76;-73.32;-65.96;-73.12;-74.2;3.0;2.2
9998;-71.44;-72.76;-75.52;-67.12;-72.36;-74.84;2.9;2.2
9999;-74.92;-75.32;-78.88;-72.04;-69.8;-76.52;2.9;1.9
10000;-73.68;-73.96;-78.48;-71.04;-69.08;-76.04;2.9;1.8
10001;-70.36;-70.36;-77.28;-68.04;-67.88;-72.04;2.5;1.7
10002;-71.04;-69.8;-71.2;-70.16;-72.84;-73.64;3.1;2.0
10003;-71.44;-72.76;-75.52;-67.12;-72.36;-74.84;2.9;2.2
10004;-73.12;-73.8;-75.6;-72.48;-71.32;-74.92;2.9;2.0
10005;-71.48;-73.72;-78.8;-71.8;-67.64;-74.76;2.7;1.7
10006;-72.72;-75.08;-79.2;-72.8;-68.36;-75.24;2.7;1.8
10007;-73.68;-77.8;-80.32;-71.24;-72.32;-77.96;2.6;2.3
10008;-73.68;-74.32;-75.6;-67.92;-71.0;-73.0;2.0;1.7
10009;-78.2;-78.0;-75.6;-63.6;-75.88;-72.04;1.6;1.3
10010;-76.76;-76.0;-78.0;-67.68;-75.8;-74.32;1.8;1.1
10011;-77.1;-77.6;-74.8;-61.4;-74.24;-72.52;1.4;1.4
10012;-75.68;-77.36;-76.56;-61.6;-71.48;-72.68;1.2;1.9
10013;-74.0;-80.28;-77.84;-63.64;-73.76;-69.24;0.8;2.4
10014;-74.48;-77.96;-75.6;-61.44;-72.88;-71.92;0.9;2.1
10015;-73.12;-76.76;-77.64;-61.4;-73.64;-71.92;0.7;1.7
10016;-74.8;-78.64;-80.44;-60.84;-73.08;-70.68;0.4;1.6
10017;-72.56;-76.96;-78.2;-62.28;-74.68;-70.92;0.6;1.8
10018;-74.68;-77.08;-73.28;-59.32;-73.32;-73.0;0.9;1.8
10019;-74.18;-77.16;-76.16;-61.4;-74.48;-70.68;0.5;2.1
10020;-76.76;-76.52;-79.68;-63.56;-73.96;-67.88;0.3;2.4
10021;-76.42;-77.0;-79.84;-64.52;-75.08;-66.88;0.3;2.6
10022;-76.42;-77.0;-79.84;-64.52;-75.08;-66.88;0.3;2.6
10023;-76.42;-77.0;-79.84;-64.52;-75.08;-66.88;0.3;2.6
10024;-76.12;-76.68;-78.96;-64.56;-76.08;-66.8;0.3;2.7
10025;-74.88;-77.24;-75.44;-61.08;-72.24;-72.76;1.0;2.0
10026;-75.52;-76.92;-76.04;-63.76;-72.2;-72.04;1.3;2.1
10027;-72.96;-77.56;-81.32;-61.08;-70.04;-75.04;1.1;1.3
10028;-75.76;-77.24;-74.84;-59.32;-72.44;-72.96;1.1;1.5
10029;-79.4;-74.6;-76.2;-58.2;-74.0;-71.6;0.7;0.5
10030;-79.15;-80.56;-76.04;-62.88;-77.32;-73.0;0.6;-0.0
10031;-78.25;-81.8;-74.6;-65.2;-78.0;-72.6;0.7;0.0
10032;-78.18;-81.76;-74.24;-64.88;-78.36;-71.76;0.7;0.1
10033;-78.43;-78.8;-75.52;-62.56;-76.12;-72.92;0.8;0.1
10034;-79.84;-79.2;-76.4;-59.6;-77.72;-70.88;0.5;0.3
10035;-78.97;-69.8;-78.28;-54.64;-70.48;-73.88;1.1;0.4
10036;-72.7;-75.92;-79.2;-64.28;-74.08;-77.76;1.5;0.8
10037;-70.74;-71.0;-78.32;-62.12;-74.76;-72.8;1.5;0.3
10038;-73.16;-72.0;-78.08;-61.08;-74.04;-73.6;1.4;0.2
10039;-71.68;-70.36;-77.96;-62.44;-75.24;-71.76;1.6;0.1
10040;-72.98;-71.24;-77.92;-61.64;-74.6;-72.64;1.5;0.1
10041;-75.4;-72.24;-77.68;-60.6;-73.88;-73.44;1.4;-0.0
10042;-73.98;-74.4;-78.12;-67.36;-76.68;-76.8;1.8;0.3
10043;-74.08;-73.64;-75.56;-66.68;-73.0;-76.2;1.9;0.5
10044;-77.04;-73.32;-73.88;-66.28;-69.16;-73.64;2.1;0.7
10045;-78.56;-75.92;-77.04;-68.88;-74.56;-74.24;2.0;1.0
10046;-75.0;-76.88;-78.64;-62.24;-73.4;-75.16;1.4;1.1
10047;-72.44;-73.64;-76.8;-59.4;-74.0;-76.88;1.0;0.8
10048;-74.1;-76.56;-78.88;-61.28;-72.44;-75.84;1.3;1.1
10049;-72.72;-76.44;-79.56;-64.36;-73.72;-78.12;1.5;0.9
10050;-71.96;-73.48;-77.56;-59.8;-73.6;-76.72;1.1;0.7
10051;-71.04;-73.4;-77.28;-59.8;-73.8;-77.68;1.1;0.8
10052;-73.8;-73.64;-78.12;-59.8;-73.2;-74.8;1.1;0.5
10053;-78.38;-77.24;-76.12;-61.32;-75.04;-73.44;0.9;0.1
10054;-78.15;-78.68;-75.8;-62.72;-75.84;-73.64;0.9;-0.0
10055;-78.84;-74.36;-76.76;-58.52;-73.44;-73.04;0.9;0.3
10056;-78.15;-78.68;-75.8;-62.72;-75.84;-73.64;0.9;-0.0
10057;-78.38;-77.24;-76.12;-61.32;-75.04;-73.44;0.9;0.1
10058;-78.56;-74.24;-77.04;-58.68;-73.16;-73.76;1.0;0.2
10059;-78.18;-81.76;-74.24;-64.88;-78.36;-71.76;0.7;0.1
10060;-78.89;-75.92;-76.16;-59.76;-74.52;-72.52;0.8;0.3
10061;-79.15;-80.56;-76.04;-62.88;-77.32;-73.0;0.6;0.0
10062;-77.97;-81.64;-73.16;-63.92;-79.44;-69.24;0.7;0.4
10063;-75.2;-76.96;-79.68;-63.48;-74.08;-75.36;1.5;1.0
10064;-75.12;-75.36;-77.24;-66.16;-74.56;-75.44;1.8;0.7
10065;-73.42;-75.28;-78.16;-59.64;-72.72;-77.0;1.0;1.0
10066;-74.64;-73.64;-78.2;-59.72;-72.84;-75.44;1.2;0.3
10067;-70.92;-71.76;-78.48;-61.56;-74.2;-73.76;1.4;0.4
10068;-75.68;-75.96;-78.44;-69.56;-77.08;-78.84;1.9;0.3
10069;-75.76;-74.68;-76.12;-66.2;-72.76;-74.84;1.9;0.7
10070;-76.6;-75.2;-76.4;-65.96;-72.64;-74.16;1.9;0.8
10071;-74.28;-74.84;-76.96;-66.4;-74.68;-76.12;1.8;0.6
10072;-73.98;-74.4;-78.12;-67.36;-76.68;-76.8;1.8;0.3
10073;-73.16;-72.0;-78.08;-61.08;-74.04;-73.6;1.4;0.2
10074;-74.46;-72.88;-78.04;-60.28;-73.4;-74.48;1.3;0.2
10075;-73.98;-74.4;-78.12;-67.36;-76.68;-76.8;1.8;0.3
10076;-75.76;-74.68;-76.12;-66.2;-72.76;-74.84;1.9;0.7
10077;-72.66;-74.88;-78.48;-64.12;-74.8;-77.04;1.5;0.6
10078;-76.1;-77.28;-79.44;-64.44;-75.04;-74.68;1.6;1.0
10079;-73.44;-73.52;-78.8;-71.04;-75.32;-74.44;1.6;1.9
10080;-74.8;-75.32;-75.76;-64.52;-74.24;-73.8;1.4;1.6
10081;-75.16;-77.0;-71.6;-59.08;-73.64;-73.08;1.1;1.8
10082;-75.44;-76.24;-74.56;-61.56;-73.56;-73.44;1.3;1.5
10083;-73.42;-76.56;-79.52;-60.28;-71.44;-75.56;1.0;1.2
10084;-72.48;-75.48;-80.04;-60.52;-71.56;-77.04;1.2;0.9
10085;-75.68;-74.04;-76.88;-59.0;-73.8;-74.16;0.9;0.6
10086;-72.48;-75.48;-80.04;-60.52;-71.56;-77.04;1.2;0.9
10087;-72.96;-75.64;-79.28;-60.12;-71.96;-77.2;1.1;1.0
10088;-74.32;-74.04;-75.56;-58.6;-74.6;-76.24;0.8;0.9
10089;-74.8;-74.2;-74.8;-58.2;-75.0;-76.4;0.7;1.0
10090;-79.72;-74.24;-77.84;-56.76;-73.68;-71.2;0.5;0.6
10091;-82.4;-75.4;-80.0;-52.0;-76.4;-70.4;0.2;0.5
10092;-79.76;-73.36;-80.36;-55.12;-72.56;-70.64;0.2;0.8
10093;-77.64;-73.6;-80.96;-57.8;-70.48;-70.64;0.2;1.1
10094;-74.84;-77.28;-76.28;-59.6;-72.36;-72.88;0.8;1.6
10095;-75.08;-77.92;-79.04;-59.88;-71.92;-72.24;0.6;1.5
10096;-74.54;-76.88;-74.52;-60.44;-73.84;-71.72;0.6;2.1
10097;-76.16;-79.88;-76.96;-62.96;-73.28;-69.28;0.9;2.5
10098;-79.04;-76.2;-77.16;-63.48;-74.68;-72.6;1.3;2.7
10099;-79.96;-75.68;-78.08;-63.44;-76.56;-71.56;1.1;3.0
10100;-73.64;-75.76;-74.72;-65.68;-74.48;-61.56;0.5;3.2
10101;-74.72;-76.44;-75.88;-65.08;-74.8;-64.84;0.8;2.9
10102;-78.68;-77.76;-75.52;-62.32;-72.4;-69.16;1.1;2.6
10103;-77.36;-77.32;-75.64;-63.24;-73.2;-67.72;1.0;2.7
10104;-74.72;-80.44;-79.6;-64.76;-72.72;-69.08;1.0;2.4
10105;-79.12;-78.04;-75.76;-61.56;-71.52;-71.0;1.2;2.4
10106;-73.68;-73.88;-76.44;-61.72;-73.56;-73.4;2.1;2.7
10107;-68.72;-74.68;-74.84;-65.24;-73.08;-73.48;2.2;3.3
10108;-75.48;-75.08;-75.6;-63.2;-73.8;-72.8;1.9;2.8
10109;-75.96;-75.56;-75.52;-65.76;-74.68;-72.8;1.7;2.8
10110;-77.8;-76.88;-73.52;-64.0;-73.36;-71.88;1.7;3.1
10111;-77.0;-75.6;-76.44;-65.36;-75.36;-67.48;0.9;3.1
10112;-77.0;-75.6;-76.44;-65.36;-75.36;-67.48;0.9;3.1
10113;-78.64;-75.52;-76.96;-64.72;-75.6;-69.52;1.0;3.1
10114;-80.6;-75.2;-76.88;-64.72;-75.12;-71.56;1.1;3.2
10115;-74.6;-76.4;-71.6;-65.6;-73.2;-73.0;1.7;3.5
10116;-81.0;-78.48;-74.48;-67.68;-75.76;-69.48;1.3;3.5
10117;-72.04;-68.92;-73.04;-66.04;-73.64;-71.96;1.5;3.8
10118;-71.92;-73.92;-72.52;-66.68;-75.08;-66.76;1.8;4.1
10119;-71.72;-66.6;-73.76;-66.36;-74.0;-71.32;1.4;3.9
10120;-80.68;-76.16;-75.2;-68.0;-76.12;-68.84;1.2;3.6
10121;-77.0;-76.76;-73.04;-64.4;-73.32;-72.16;1.7;3.2
10122;-74.56;-72.8;-79.24;-68.32;-78.72;-75.6;1.6;2.8
10123;-75.56;-76.6;-75.44;-65.84;-72.36;-71.92;1.9;3.0
10124;-71.0;-76.0;-77.6;-69.2;-70.8;-72.4;2.2;3.0
10125;-71.0;-76.0;-77.6;-69.2;-70.8;-72.4;2.2;3.0
10126;-74.76;-76.48;-74.96;-66.24;-72.32;-72.2;1.9;3.1
10127;-71.08;-77.04;-78.76;-67.16;-70.32;-73.68;2.5;2.9
10128;-71.08;-77.04;-78.76;-67.16;-70.32;-73.68;2.5;2.9
10129;-70.76;-76.56;-74.72;-70.0;-71.76;-73.92;2.4;3.0
10130;-70.84;-75.92;-74.24;-68.56;-71.68;-73.2;2.0;3.4
10131;-70.76;-73.16;-72.24;-66.8;-76.6;-66.48;1.9;4.1
10132;-70.76;-73.16;-72.24;-66.8;-76.6;-66.48;1.9;4.1
10133;-70.84;-71.84;-72.24;-66.76;-77.36;-66.92;1.9;4.2
10134;-64.48;-71.76;-67.56;-68.12;-70.24;-70.36;2.3;4.5
10135;-70.12;-81.4;-69.28;-66.84;-77.48;-65.6;2.0;5.4
10136;-72.84;-71.96;-70.96;-68.04;-75.56;-65.84;1.8;5.2
10137;-73.2;-72.16;-71.12;-69.2;-76.12;-67.84;1.9;5.6
10138;-70.24;-68.2;-68.24;-67.84;-77.04;-70.88;2.3;5.4
10139;-69.12;-71.48;-67.44;-66.16;-77.2;-69.36;2.3;5.2
10140;-68.96;-70.84;-73.12;-66.72;-77.84;-72.64;2.9;5.0
10141;-69.04;-73.4;-72.12;-66.2;-78.16;-72.12;2.8;5.1
10142;-66.52;-70.44;-71.64;-68.48;-74.56;-67.24;2.6;4.5
10143;-68.0;-72.56;-69.68;-66.08;-78.04;-65.52;2.5;4.8
10144;-68.32;-71.92;-72.48;-66.76;-77.68;-72.44;2.9;5.1
10145;-67.6;-70.44;-72.84;-67.32;-77.2;-72.76;3.0;5.1
10146;-69.76;-72.64;-69.92;-65.88;-78.0;-70.68;2.5;5.1
10147;-69.44;-71.84;-66.04;-69.88;-74.68;-69.6;2.5;6.0
10148;-66.52;-80.56;-66.72;-68.56;-77.24;-70.6;2.6;5.9
10149;-68.88;-74.56;-69.24;-75.72;-79.16;-70.24;2.9;6.4
10150;-68.88;-74.56;-69.24;-75.72;-79.16;-70.24;2.9;6.4
10151;-71.68;-74.4;-67.8;-74.52;-78.0;-69.4;2.8;6.4
10152;-72.24;-73.12;-66.68;-71.16;-75.32;-68.88;2.7;6.2
10153;-71.8;-72.08;-66.6;-68.24;-74.0;-69.16;2.6;6.1
10154;-67.96;-73.04;-67.8;-68.72;-75.36;-70.12;2.8;5.8
10155;-67.84;-78.12;-69.84;-65.76;-78.16;-71.2;2.7;5.4
10156;-67.76;-75.56;-70.84;-66.28;-77.84;-71.72;2.8;5.3
10157;-68.48;-77.04;-70.48;-65.72;-78.32;-71.4;2.7;5.3
10158;-70.92;-70.76;-71.76;-67.0;-78.28;-72.48;2.6;5.2
10159;-64.44;-73.68;-68.96;-68.8;-77.64;-71.6;3.0;5.5
10160;-69.44;-65.64;-74.8;-68.0;-74.96;-72.72;3.0;4.7
10161;-68.8;-69.56;-73.44;-67.6;-76.4;-69.92;2.8;4.7
10162;-70.4;-66.12;-72.08;-67.96;-77.44;-71.32;3.0;4.1
10163;-66.4;-74.8;-70.2;-66.4;-76.6;-71.0;2.7;3.5
10164;-66.56;-74.6;-70.76;-65.64;-76.2;-71.64;2.6;3.5
10165;-69.0;-76.24;-70.0;-68.16;-74.24;-76.16;2.6;3.2
10166;-68.0;-75.84;-70.28;-68.32;-75.24;-73.08;2.7;3.3
10167;-72.44;-76.16;-75.2;-67.76;-71.76;-72.64;2.0;3.2
10168;-74.24;-73.32;-78.6;-68.04;-77.68;-75.0;1.6;2.7
10169;-79.04;-76.2;-77.16;-63.48;-74.68;-72.6;1.3;2.7
10170;-76.52;-75.64;-73.44;-69.0;-72.88;-64.44;0.8;3.5
10171;-76.48;-76.28;-72.88;-68.04;-77.76;-61.16;0.4;4.1
10172;-75.72;-74.32;-72.4;-72.2;-74.88;-64.36;0.7;3.8
10173;-81.88;-78.84;-74.92;-67.8;-76.92;-67.04;1.1;3.6
10174;-82.4;-78.32;-75.88;-67.12;-76.48;-69.6;1.2;3.4
10175;-77.32;-76.32;-73.6;-68.4;-74.28;-63.92;0.8;3.6
10176;-81.4;-77.24;-76.32;-65.12;-75.96;-71.2;1.3;3.2
10177;-81.24;-74.72;-75.68;-66.0;-73.68;-71.56;1.1;3.4
10178;-80.4;-78.48;-73.8;-66.52;-74.52;-69.4;1.5;3.3
10179;-72.84;-73.64;-77.12;-65.36;-75.08;-74.0;1.9;2.6
10180;-72.52;-76.2;-76.88;-68.08;-71.32;-72.24;2.1;3.0
10181;-70.4;-77.4;-70.4;-71.2;-73.2;-76.2;2.7;3.0
10182;-71.44;-71.08;-77.28;-63.72;-72.8;-72.52;2.2;2.3
10183;-73.96;-76.44;-79.6;-73.8;-69.08;-75.72;2.7;1.9
10184;-68.84;-70.8;-78.0;-69.96;-67.6;-73.92;2.7;1.4
10185;-69.8;-70.68;-78.0;-70.8;-68.44;-75.0;2.8;1.3
10186;-69.96;-70.88;-78.0;-70.64;-67.04;-74.88;2.8;1.4
10187;-70.92;-68.76;-76.56;-66.28;-67.64;-75.4;3.1;1.5
10188;-69.04;-69.68;-77.44;-68.8;-67.56;-72.04;2.6;1.7
10189;-76.28;-72.8;-75.6;-72.24;-75.4;-74.96;2.0;1.3
10190;-76.52;-74.4;-76.8;-69.96;-75.6;-74.64;1.9;1.2
10191;-68.88;-70.8;-78.16;-68.64;-70.96;-74.16;2.6;1.2
10192;-70.72;-71.8;-78.04;-69.92;-67.28;-74.68;2.8;1.6
10193;-73.68;-73.96;-78.48;-71.04;-69.08;-76.04;2.9;1.8
10194;-68.68;-70.6;-78.0;-70.12;-69.0;-74.04;2.7;1.3
10195;-69.68;-70.68;-77.64;-68.92;-67.04;-72.92;2.6;1.6
10196;-73.32;-75.28;-77.76;-70.96;-71.08;-75.52;2.8;2.1
10197;-72.28;-73.28;-75.56;-69.8;-71.84;-74.88;2.9;2.1
10198;-73.52;-72.76;-77.72;-69.16;-70.16;-72.12;2.4;2.0
10199;-72.84;-73.64;-77.12;-65.36;-75.08;-74.0;1.9;2.6
10200;-78.16;-77.4;-74.96;-63.28;-72.44;-70.84;1.3;2.4
10201;-72.72;-75.48;-74.8;-67.36;-73.96;-72.12;1.5;2.0
10202;-75.36;-75.96;-73.72;-66.88;-74.2;-70.92;1.5;2.3
10203;-76.24;-76.12;-73.36;-66.72;-74.28;-70.52;1.5;2.4
10204;-72.48;-70.84;-77.76;-66.48;-73.04;-72.04;2.0;2.3
10205;-71.52;-72.92;-77.88;-66.44;-75.72;-74.6;1.9;2.5
10206;-77.08;-76.8;-74.72;-64.72;-72.88;-71.76;1.8;3.0
10207;-73.96;-76.36;-74.48;-66.64;-72.28;-72.48;1.9;3.2
10208;-69.84;-74.76;-72.68;-64.0;-73.96;-72.44;2.0;3.6
10209;-66.88;-73.56;-71.24;-65.96;-77.72;-69.32;2.4;3.7
10210;-68.48;-65.52;-73.52;-67.56;-75.24;-71.84;2.9;3.8
10211;-66.96;-71.08;-71.32;-66.96;-75.92;-71.44;2.8;3.6
