;t1;t2;t3;t4;t5;t6;x;y;o
14149;-75.73;-81.88;-77.7;-73.67;-70.42;-64.93;2.0;0.9;0.0
14150;-75.72;-81.93;-77.98;-73.62;-69.85;-65.57;2.1;0.9;0.0
14151;-75.7;-82.05;-78.54;-73.51;-68.67;-66.79;2.3;0.9;0.0
14152;-75.75;-82.14;-78.51;-73.64;-68.81;-65.95;2.2;0.8;0.0
14153;-75.71;-81.99;-78.26;-73.56;-69.27;-66.19;2.2;0.9;0.0
14154;-75.71;-81.99;-78.26;-73.56;-69.27;-66.19;2.2;0.9;0.0
14155;-75.67;-81.84;-78.02;-73.49;-69.74;-66.45;2.2;1.0;0.0
14156;-75.71;-81.99;-78.26;-73.56;-69.27;-66.19;2.2;0.9;0.0
14157;-75.76;-82.09;-78.24;-73.69;-69.45;-65.31;2.1;0.8;0.0
14158;-75.77;-82.03;-77.96;-73.75;-70.06;-64.65;2.0;0.8;0.0
14159;-75.76;-82.09;-78.24;-73.69;-69.45;-65.31;2.1;0.8;0.0
14160;-75.7;-82.05;-78.54;-73.51;-68.67;-66.79;2.3;0.9;0.0
14161;-75.7;-82.05;-78.54;-73.51;-68.67;-66.79;2.3;0.9;0.0
14162;-75.74;-82.26;-79.05;-73.54;-67.49;-67.16;2.4;0.8;0.0
14163;-75.73;-82.32;-79.32;-73.49;-66.81;-67.74;2.5;0.8;0.0
14164;-75.73;-82.32;-79.32;-73.49;-66.81;-67.74;2.5;0.8;0.0
14165;-75.66;-81.96;-78.6;-73.37;-68.64;-67.59;2.4;1.0;0.0
14166;-75.66;-81.96;-78.6;-73.37;-68.64;-67.59;2.4;1.0;0.0
14167;-75.67;-81.9;-78.31;-73.43;-69.19;-67.03;2.3;1.0;0.0
14168;-75.61;-81.88;-78.67;-73.23;-68.73;-68.36;2.5;1.1;0.0
14169;-75.61;-81.95;-78.96;-73.17;-68.25;-68.87;2.6;1.1;0.0
14170;-75.64;-82.16;-79.45;-73.22;-67.05;-69.18;2.7;1.0;0.0
14171;-75.64;-82.16;-79.45;-73.22;-67.05;-69.18;2.7;1.0;0.0
14172;-75.65;-82.1;-79.16;-73.27;-67.56;-68.67;2.6;1.0;0.0
14173;-75.6;-82.02;-79.25;-73.12;-67.8;-69.38;2.7;1.1;0.0
14174;-75.64;-82.16;-79.45;-73.22;-67.05;-69.18;2.7;1.0;0.0
14175;-75.6;-82.09;-79.53;-73.07;-67.38;-69.87;2.8;1.1;0.0
14176;-75.64;-82.23;-79.72;-73.17;-66.56;-69.68;2.8;1.0;0.0
14177;-75.6;-82.09;-79.53;-73.07;-67.38;-69.87;2.8;1.1;0.0
14178;-75.6;-82.09;-79.53;-73.07;-67.38;-69.87;2.8;1.1;0.0
14179;-75.63;-82.38;-80.27;-73.08;-65.75;-70.65;3.0;1.0;0.0
14180;-75.63;-82.38;-80.27;-73.08;-65.75;-70.65;3.0;1.0;0.0
14181;-75.63;-82.38;-80.27;-73.08;-65.75;-70.65;3.0;1.0;0.0
14182;-75.63;-82.45;-80.54;-73.04;-65.45;-71.11;3.1;1.0;0.0
14183;-75.59;-82.32;-80.37;-72.93;-66.44;-71.26;3.1;1.1;0.0
14184;-75.63;-82.38;-80.27;-73.08;-65.75;-70.65;3.0;1.0;0.0
14185;-75.63;-82.45;-80.54;-73.04;-65.45;-71.11;3.1;1.0;0.0
14186;-75.71;-82.65;-80.62;-73.28;-63.63;-70.36;3.0;0.8;0.0
14187;-75.71;-82.65;-80.62;-73.28;-63.63;-70.36;3.0;0.8;0.0
14188;-75.78;-82.99;-81.23;-73.44;-60.39;-70.62;3.1;0.6;0.0
14189;-75.82;-83.11;-81.41;-73.54;-58.73;-70.54;3.1;0.5;0.0
14190;-75.82;-83.05;-81.18;-73.56;-59.7;-70.04;3.0;0.5;0.0
14191;-75.86;-83.06;-80.9;-73.71;-60.88;-68.9;2.8;0.4;0.0
14192;-75.86;-83.06;-80.9;-73.71;-60.88;-68.9;2.8;0.4;0.0
14193;-75.9;-83.25;-81.33;-73.76;-58.37;-69.38;2.9;0.3;0.0
14194;-75.97;-83.56;-81.93;-73.9;-54.02;-69.83;3.0;0.1;0.0
14195;-75.9;-83.31;-81.55;-73.74;-56.62;-69.9;3.0;0.3;0.0
14196;-75.9;-83.25;-81.33;-73.76;-58.37;-69.38;2.9;0.3;0.0
14197;-75.86;-83.18;-81.36;-73.65;-58.18;-69.96;3.0;0.4;0.0
14198;-75.86;-83.24;-81.59;-73.63;-56.87;-70.47;3.1;0.4;0.0
14199;-75.82;-83.11;-81.41;-73.54;-58.73;-70.54;3.1;0.5;0.0
14200;-75.82;-83.11;-81.41;-73.54;-58.73;-70.54;3.1;0.5;0.0
14201;-75.82;-83.18;-81.65;-73.51;-57.98;-71.02;3.2;0.5;0.0
14202;-75.82;-83.05;-81.18;-73.56;-59.7;-70.04;3.0;0.5;0.0
14203;-75.83;-82.99;-80.94;-73.59;-60.76;-69.52;2.9;0.5;0.0
14204;-75.79;-82.85;-80.75;-73.5;-61.96;-69.62;2.9;0.6;0.0
14205;-75.75;-82.72;-80.56;-73.41;-63.1;-69.74;2.9;0.7;0.0
14206;-75.75;-82.65;-80.3;-73.45;-63.84;-69.22;2.8;0.7;0.0
14207;-75.79;-82.79;-80.5;-73.54;-62.85;-69.1;2.8;0.6;0.0
14208;-75.79;-82.79;-80.5;-73.54;-62.85;-69.1;2.8;0.6;0.0
14209;-75.83;-82.86;-80.46;-73.66;-62.94;-68.44;2.7;0.5;0.0
14210;-75.8;-82.73;-80.25;-73.58;-63.77;-68.55;2.7;0.6;0.0
14211;-75.79;-82.85;-80.75;-73.5;-61.96;-69.62;2.9;0.6;0.0
14212;-75.79;-82.92;-80.99;-73.47;-61.12;-70.13;3.0;0.6;0.0
14213;-75.79;-82.92;-80.99;-73.47;-61.12;-70.13;3.0;0.6;0.0
14214;-75.82;-83.11;-81.41;-73.54;-58.73;-70.54;3.1;0.5;0.0
14215;-75.86;-83.31;-81.82;-73.6;-55.78;-70.95;3.2;0.4;0.0
14216;-75.82;-83.25;-81.88;-73.49;-57.56;-71.49;3.3;0.5;0.0
14217;-75.71;-82.87;-81.38;-73.19;-62.69;-71.76;3.3;0.8;0.0
14218;-75.74;-82.92;-81.3;-73.32;-61.45;-71.2;3.2;0.7;0.0
14219;-75.79;-82.92;-80.99;-73.47;-61.12;-70.13;3.0;0.6;0.0
14220;-75.86;-83.18;-81.36;-73.65;-58.18;-69.96;3.0;0.4;0.0
14221;-75.82;-83.05;-81.18;-73.56;-59.7;-70.04;3.0;0.5;0.0
14222;-75.78;-82.99;-81.23;-73.44;-60.39;-70.62;3.1;0.6;0.0
14223;-75.82;-83.05;-81.18;-73.56;-59.7;-70.04;3.0;0.5;0.0
14224;-75.86;-83.06;-80.9;-73.71;-60.88;-68.9;2.8;0.4;0.0
14225;-75.9;-83.25;-81.33;-73.76;-58.37;-69.38;2.9;0.3;0.0
14226;-75.93;-83.5;-81.96;-73.8;-52.62;-70.37;3.1;0.2;0.0
14227;-75.93;-83.5;-81.96;-73.8;-52.62;-70.37;3.1;0.2;0.0
14228;-75.93;-83.56;-82.17;-73.78;-49.9;-70.86;3.2;0.2;0.0
14229;-75.93;-83.56;-82.17;-73.78;-49.9;-70.86;3.2;0.2;0.0
14230;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14231;-75.96;-83.68;-82.35;-73.86;-46.31;-70.84;3.2;0.1;0.0
14232;-75.96;-83.68;-82.35;-73.86;-46.31;-70.84;3.2;0.1;0.0
14233;-75.96;-83.68;-82.35;-73.86;-46.31;-70.84;3.2;0.1;0.0
14234;-76.0;-83.75;-82.33;-73.96;-49.9;-70.34;3.1;0.0;0.0
14235;-76.0;-83.8;-82.53;-73.94;-44.3;-70.83;3.2;-0.0;0.0
14236;-76.0;-83.86;-82.74;-73.93;-32.24;-71.31;3.3;0.0;0.0
14237;-76.0;-83.86;-82.74;-73.93;-32.24;-71.31;3.3;0.0;0.0
14238;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14239;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14240;-76.0;-83.86;-82.74;-73.93;-32.24;-71.31;3.3;0.0;0.0
14241;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14242;-75.96;-83.68;-82.35;-73.86;-46.31;-70.84;3.2;0.1;0.0
14243;-76.0;-83.8;-82.53;-73.94;-44.3;-70.83;3.2;-0.0;0.0
14244;-76.0;-83.8;-82.53;-73.94;-44.3;-70.83;3.2;-0.0;0.0
14245;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14246;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14247;-75.93;-83.56;-82.17;-73.78;-49.9;-70.86;3.2;0.2;0.0
14248;-75.89;-83.5;-82.22;-73.67;-52.05;-71.38;3.3;0.3;0.0
14249;-75.86;-83.31;-81.82;-73.6;-55.78;-70.95;3.2;0.4;0.0
14250;-75.82;-83.25;-81.88;-73.49;-57.56;-71.49;3.3;0.5;0.0
14251;-75.82;-83.18;-81.65;-73.51;-57.98;-71.02;3.2;0.5;0.0
14252;-75.78;-82.99;-81.23;-73.44;-60.39;-70.62;3.1;0.6;0.0
14253;-75.82;-83.05;-81.18;-73.56;-59.7;-70.04;3.0;0.5;0.0
14254;-75.82;-83.05;-81.18;-73.56;-59.7;-70.04;3.0;0.5;0.0
14255;-75.86;-83.24;-81.59;-73.63;-56.87;-70.47;3.1;0.4;0.0
14256;-75.86;-83.31;-81.82;-73.6;-55.78;-70.95;3.2;0.4;0.0
14257;-75.89;-83.43;-82.0;-73.69;-53.13;-70.9;3.2;0.3;0.0
14258;-75.96;-83.68;-82.35;-73.86;-46.31;-70.84;3.2;0.1;0.0
14259;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14260;-76.0;-83.75;-82.33;-73.96;-49.9;-70.34;3.1;-0.0;0.0
14261;-76.0;-83.8;-82.53;-73.94;-44.3;-70.83;3.2;-0.0;0.0
14262;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14263;-76.0;-83.86;-82.74;-73.93;-32.24;-71.31;3.3;0.0;0.0
14264;-76.0;-83.86;-82.74;-73.93;-32.24;-71.31;3.3;0.0;0.0
14265;-75.96;-83.74;-82.56;-73.85;-41.07;-71.32;3.3;0.1;0.0
14266;-75.93;-83.62;-82.39;-73.76;-47.78;-71.34;3.3;0.2;0.0
14267;-75.96;-83.68;-82.35;-73.86;-46.31;-70.84;3.2;0.1;0.0
14268;-75.89;-83.43;-82.0;-73.69;-53.13;-70.9;3.2;0.3;0.0
14269;-75.89;-83.43;-82.0;-73.69;-53.13;-70.9;3.2;0.3;0.0
14270;-75.86;-83.37;-82.05;-73.58;-55.14;-71.43;3.3;0.4;0.0
14271;-75.82;-83.25;-81.88;-73.49;-57.56;-71.49;3.3;0.5;0.0
14272;-75.74;-82.92;-81.3;-73.32;-61.45;-71.2;3.2;0.7;0.0
14273;-75.67;-82.74;-81.22;-73.08;-63.97;-71.87;3.3;0.9;0.0
14274;-75.67;-82.74;-81.22;-73.08;-63.97;-71.87;3.3;0.9;0.0
14275;-75.63;-82.53;-80.8;-73.0;-65.24;-71.56;3.2;1.0;0.0
14276;-75.67;-82.66;-80.97;-73.11;-64.11;-71.43;3.2;0.9;0.0
14277;-75.67;-82.59;-80.71;-73.15;-64.37;-70.97;3.1;0.9;0.0
14278;-75.67;-82.52;-80.45;-73.18;-64.73;-70.5;3.0;0.9;0.0
14279;-75.59;-82.32;-80.37;-72.93;-66.44;-71.26;3.1;1.1;0.0
14280;-75.5;-82.12;-80.33;-72.65;-68.07;-72.03;3.2;1.3;0.0
14281;-75.42;-81.85;-80.04;-72.4;-69.62;-72.38;3.2;1.5;0.0
14282;-75.37;-81.71;-79.9;-72.26;-70.32;-72.58;3.2;1.6;0.0
14283;-75.46;-81.98;-80.18;-72.53;-68.87;-72.2;3.2;1.4;0.0
14284;-75.42;-81.76;-79.74;-72.45;-69.71;-71.98;3.1;1.5;0.0
14285;-75.46;-81.98;-80.18;-72.53;-68.87;-72.2;3.2;1.4;0.0
14286;-75.42;-81.67;-79.44;-72.51;-69.85;-71.57;3.0;1.5;0.0
14287;-75.42;-81.76;-79.74;-72.45;-69.71;-71.98;3.1;1.5;0.0
14288;-75.42;-81.76;-79.74;-72.45;-69.71;-71.98;3.1;1.5;0.0
14289;-75.42;-81.67;-79.44;-72.51;-69.85;-71.57;3.0;1.5;0.0
14290;-75.42;-81.67;-79.44;-72.51;-69.85;-71.57;3.0;1.5;0.0
14291;-75.42;-81.67;-79.44;-72.51;-69.85;-71.57;3.0;1.5;0.0
14292;-75.37;-81.62;-79.6;-72.32;-70.4;-72.18;3.1;1.6;0.0
14293;-75.33;-81.47;-79.46;-72.18;-71.05;-72.39;3.1;1.7;0.0
14294;-75.42;-81.76;-79.74;-72.45;-69.71;-71.98;3.1;1.5;0.0
14295;-75.42;-81.76;-79.74;-72.45;-69.71;-71.98;3.1;1.5;0.0
14296;-75.46;-81.82;-79.6;-72.63;-69.14;-71.36;3.0;1.4;0.0
14297;-75.46;-81.82;-79.6;-72.63;-69.14;-71.36;3.0;1.4;0.0
14298;-75.42;-81.67;-79.44;-72.51;-69.85;-71.57;3.0;1.5;0.0
14299;-75.46;-81.82;-79.6;-72.63;-69.14;-71.36;3.0;1.4;0.0
14300;-75.42;-81.67;-79.44;-72.51;-69.85;-71.57;3.0;1.5;0.0
14301;-75.42;-81.59;-79.13;-72.57;-70.04;-71.15;2.9;1.5;0.0
14302;-75.47;-81.65;-78.99;-72.75;-69.59;-70.49;2.8;1.4;0.0
14303;-75.43;-81.51;-78.82;-72.64;-70.26;-70.72;2.8;1.5;0.0
14304;-75.47;-81.65;-78.99;-72.75;-69.59;-70.49;2.8;1.4;0.0
14305;-75.51;-81.8;-79.17;-72.86;-68.9;-70.27;2.8;1.3;0.0
14306;-75.48;-81.58;-78.68;-72.82;-69.88;-70.04;2.7;1.4;0.0
14307;-75.47;-81.65;-78.99;-72.75;-69.59;-70.49;2.8;1.4;0.0
14308;-75.52;-81.73;-78.87;-72.92;-69.22;-69.81;2.7;1.3;0.0
14309;-75.48;-81.5;-78.37;-72.88;-70.19;-69.58;2.6;1.4;0.0
14310;-75.51;-81.8;-79.17;-72.86;-68.9;-70.27;2.8;1.3;0.0
14311;-75.55;-82.02;-79.64;-72.91;-67.84;-70.53;2.9;1.2;0.0
14312;-75.59;-82.24;-80.1;-72.97;-66.69;-70.81;3.0;1.1;0.0
14313;-75.59;-82.32;-80.37;-72.93;-66.44;-71.26;3.1;1.1;0.0
14314;-75.54;-82.34;-80.76;-72.74;-67.12;-72.28;3.3;1.2;0.0
14315;-75.55;-82.26;-80.49;-72.78;-67.2;-71.86;3.2;1.2;0.0
14316;-75.54;-82.34;-80.76;-72.74;-67.12;-72.28;3.3;1.2;0.0
14317;-75.59;-82.39;-80.64;-72.89;-66.26;-71.7;3.2;1.1;0.0
14318;-75.59;-82.39;-80.64;-72.89;-66.26;-71.7;3.2;1.1;0.0
14319;-75.63;-82.53;-80.8;-73.0;-65.24;-71.56;3.2;1.0;0.0
14320;-75.59;-82.32;-80.37;-72.93;-66.44;-71.26;3.1;1.1;0.0
14321;-75.59;-82.32;-80.37;-72.93;-66.44;-71.26;3.1;1.1;0.0
14322;-75.63;-82.38;-80.27;-73.08;-65.75;-70.65;3.0;1.0;0.0
14323;-75.59;-82.17;-79.82;-73.02;-67.01;-70.34;2.9;1.1;0.0
14324;-75.59;-82.17;-79.82;-73.02;-67.01;-70.34;2.9;1.1;0.0
14325;-75.68;-82.37;-79.91;-73.26;-65.7;-69.51;2.8;0.9;0.0
14326;-75.72;-82.51;-80.11;-73.36;-64.79;-69.36;2.8;0.8;0.0
14327;-75.71;-82.58;-80.37;-73.32;-64.17;-69.87;2.9;0.8;0.0
14328;-75.71;-82.58;-80.37;-73.32;-64.17;-69.87;2.9;0.8;0.0
14329;-75.75;-82.72;-80.56;-73.41;-63.1;-69.74;2.9;0.7;0.0
14330;-75.76;-82.59;-80.05;-73.49;-64.61;-68.69;2.7;0.7;0.0
14331;-75.83;-82.86;-80.46;-73.66;-62.94;-68.44;2.7;0.5;0.0
14332;-75.84;-82.8;-80.22;-73.7;-63.97;-67.87;2.6;0.5;0.0
14333;-75.84;-82.75;-79.98;-73.74;-64.96;-67.28;2.5;0.5;0.0
14334;-75.8;-82.61;-79.76;-73.66;-65.55;-67.41;2.5;0.6;0.0
14335;-75.72;-82.38;-79.58;-73.44;-66.13;-68.3;2.6;0.8;0.0
14336;-75.74;-82.26;-79.05;-73.54;-67.49;-67.16;2.4;0.8;0.0
14337;-75.82;-82.49;-79.25;-73.74;-67.2;-66.19;2.3;0.6;0.0
14338;-75.82;-82.49;-79.25;-73.74;-67.2;-66.19;2.3;0.6;0.0
14339;-75.81;-82.55;-79.51;-73.7;-66.39;-66.81;2.4;0.6;0.0
14340;-75.88;-82.88;-80.2;-73.82;-64.43;-67.17;2.5;0.4;0.0
14341;-75.92;-82.97;-80.2;-73.93;-65.07;-66.46;2.4;0.3;0.0
14342;-75.84;-82.75;-79.98;-73.74;-64.96;-67.28;2.5;0.5;0.0
14343;-75.84;-82.75;-79.98;-73.74;-64.96;-67.28;2.5;0.5;0.0
14344;-75.77;-82.4;-79.28;-73.62;-66.93;-66.98;2.4;0.7;0.0
14345;-75.74;-82.26;-79.05;-73.54;-67.49;-67.16;2.4;0.8;0.0
14346;-75.77;-82.4;-79.28;-73.62;-66.93;-66.98;2.4;0.7;0.0
14347;-75.74;-82.26;-79.05;-73.54;-67.49;-67.16;2.4;0.8;0.0
14348;-75.7;-82.05;-78.54;-73.51;-68.67;-66.79;2.3;0.9;0.0
14349;-75.77;-82.4;-79.28;-73.62;-66.93;-66.98;2.4;0.7;0.0
14350;-75.78;-82.35;-79.02;-73.67;-67.67;-66.37;2.3;0.7;0.0
14351;-75.7;-82.11;-78.82;-73.46;-68.07;-67.37;2.4;0.9;0.0
14352;-75.67;-81.84;-78.02;-73.49;-69.74;-66.45;2.2;1.0;0.0
14353;-75.67;-81.84;-78.02;-73.49;-69.74;-66.45;2.2;1.0;0.0
14354;-75.59;-81.53;-77.53;-73.33;-70.69;-67.01;2.2;1.2;0.0
14355;-75.55;-81.44;-77.62;-73.18;-70.75;-67.84;2.3;1.3;0.0
14356;-75.55;-81.44;-77.62;-73.18;-70.75;-67.84;2.3;1.3;0.0
14357;-75.51;-81.21;-77.06;-73.17;-71.64;-67.63;2.2;1.4;0.0
14358;-75.48;-80.98;-76.49;-73.16;-72.46;-67.47;2.1;1.5;0.0
14359;-75.42;-80.95;-76.97;-72.92;-72.24;-68.76;2.3;1.6;0.0
14360;-75.45;-81.19;-77.52;-72.93;-71.41;-68.91;2.4;1.5;0.0
14361;-75.42;-80.95;-76.97;-72.92;-72.24;-68.76;2.3;1.6;0.0
14362;-75.34;-80.54;-76.18;-72.84;-73.44;-68.98;2.2;1.8;0.0
14363;-75.32;-80.7;-76.93;-72.66;-72.91;-69.82;2.4;1.8;0.0
14364;-75.33;-80.62;-76.56;-72.75;-73.17;-69.41;2.3;1.8;0.0
14365;-75.28;-80.54;-76.75;-72.56;-73.38;-70.14;2.4;1.9;0.0
14366;-75.23;-80.37;-76.57;-72.47;-73.84;-70.46;2.4;2.0;0.0
14367;-75.23;-80.37;-76.57;-72.47;-73.84;-70.46;2.4;2.0;0.0
14368;-75.19;-80.11;-76.01;-72.49;-74.48;-70.41;2.3;2.1;0.0
14369;-75.19;-80.11;-76.01;-72.49;-74.48;-70.41;2.3;2.1;0.0
14370;-75.08;-79.85;-76.1;-72.21;-75.12;-71.43;2.4;2.3;0.0
14371;-75.05;-79.57;-75.54;-72.26;-75.68;-71.43;2.3;2.4;0.0
14372;-75.06;-79.48;-75.1;-72.39;-75.86;-71.1;2.2;2.4;0.0
14373;-75.06;-79.48;-75.1;-72.39;-75.86;-71.1;2.2;2.4;0.0
14374;-75.06;-79.48;-75.1;-72.39;-75.86;-71.1;2.2;2.4;0.0
14375;-74.96;-79.1;-74.84;-72.26;-76.58;-71.81;2.2;2.6;0.0
14376;-74.9;-78.91;-74.73;-72.21;-76.93;-72.16;2.2;2.7;0.0
14377;-74.89;-79.02;-75.19;-72.06;-76.79;-72.44;2.3;2.7;0.0
14378;-74.94;-79.21;-75.29;-72.12;-76.43;-72.1;2.3;2.6;0.0
14379;-74.92;-78.8;-74.24;-72.35;-77.08;-71.87;2.1;2.7;0.0
14380;-74.99;-78.9;-73.88;-72.53;-76.91;-71.22;2.0;2.6;0.0
14381;-74.89;-78.49;-73.64;-72.44;-77.56;-71.97;2.0;2.8;0.0
14382;-74.87;-78.6;-74.14;-72.3;-77.41;-72.23;2.1;2.8;0.0
14383;-74.83;-78.29;-73.55;-72.41;-77.87;-72.33;2.0;2.9;0.0
14384;-74.83;-78.29;-73.55;-72.41;-77.87;-72.33;2.0;2.9;0.0
14385;-74.8;-77.96;-72.94;-72.52;-78.32;-72.46;1.9;3.0;0.0
14386;-74.82;-77.85;-72.38;-72.66;-78.47;-72.23;1.8;3.0;0.0
14387;-74.85;-78.18;-73.02;-72.55;-78.02;-72.08;1.9;2.9;0.0
14388;-74.85;-78.18;-73.02;-72.55;-78.02;-72.08;1.9;2.9;0.0
14389;-74.83;-78.29;-73.55;-72.41;-77.87;-72.33;2.0;2.9;0.0
14390;-74.78;-78.08;-73.47;-72.39;-78.18;-72.7;2.0;3.0;0.0
14391;-74.81;-78.4;-74.06;-72.27;-77.73;-72.59;2.1;2.9;0.0
14392;-74.78;-78.08;-73.47;-72.39;-78.18;-72.7;2.0;3.0;0.0
14393;-74.74;-78.32;-74.49;-72.09;-77.92;-73.19;2.2;3.0;0.0
14394;-74.74;-78.32;-74.49;-72.09;-77.92;-73.19;2.2;3.0;0.0
14395;-74.72;-78.44;-74.97;-71.92;-77.8;-73.44;2.3;3.0;0.0
14396;-74.66;-78.25;-74.93;-71.9;-78.13;-73.76;2.3;3.1;0.0
14397;-74.59;-78.18;-75.37;-71.7;-78.34;-74.32;2.4;3.2;0.0
14398;-74.54;-77.84;-74.89;-71.87;-78.74;-74.41;2.3;3.3;0.0
14399;-74.56;-77.7;-74.41;-72.04;-78.84;-74.19;2.2;3.3;0.0
14400;-74.48;-77.64;-74.9;-71.88;-79.04;-74.72;2.3;3.4;0.0
14401;-74.39;-77.59;-75.4;-71.72;-79.25;-75.24;2.4;3.5;0.0
14402;-74.46;-77.79;-75.37;-71.7;-78.96;-74.94;2.4;3.4;0.0
14403;-74.44;-77.94;-75.83;-71.51;-78.88;-75.16;2.5;3.4;0.0
14404;-74.44;-77.94;-75.83;-71.51;-78.88;-75.16;2.5;3.4;0.0
14405;-74.49;-78.28;-76.26;-71.3;-78.49;-75.08;2.6;3.3;0.0
14406;-74.41;-78.24;-76.69;-71.09;-78.74;-75.6;2.7;3.4;0.0
14407;-74.54;-78.6;-76.69;-71.09;-78.1;-75.03;2.7;3.2;0.0
14408;-74.48;-78.42;-76.68;-71.08;-78.42;-75.32;2.7;3.3;0.0
14409;-74.58;-79.2;-77.91;-70.35;-77.6;-75.5;3.0;3.1;0.0
14410;-74.52;-78.89;-77.5;-70.58;-77.99;-75.52;2.9;3.2;0.0
14411;-74.52;-78.89;-77.5;-70.58;-77.99;-75.52;2.9;3.2;0.0
14412;-74.45;-78.72;-77.5;-70.57;-78.32;-75.78;2.9;3.3;0.0
14413;-74.33;-78.22;-77.12;-70.88;-79.0;-76.1;2.8;3.5;0.0
14414;-74.33;-78.22;-77.12;-70.88;-79.0;-76.1;2.8;3.5;0.0
14415;-74.34;-78.06;-76.71;-71.11;-79.05;-75.88;2.7;3.5;0.0
14416;-74.41;-78.24;-76.69;-71.09;-78.74;-75.6;2.7;3.4;0.0
14417;-74.46;-78.57;-77.09;-70.84;-78.37;-75.55;2.8;3.3;0.0
14418;-74.45;-78.72;-77.5;-70.57;-78.32;-75.78;2.9;3.3;0.0
14419;-74.45;-78.72;-77.5;-70.57;-78.32;-75.78;2.9;3.3;0.0
14420;-74.38;-78.7;-77.89;-70.3;-78.6;-76.28;3.0;3.4;0.0
14421;-74.37;-78.86;-78.27;-69.97;-78.57;-76.51;3.1;3.4;0.0
14422;-74.38;-78.7;-77.89;-70.3;-78.6;-76.28;3.0;3.4;0.0
14423;-74.37;-78.86;-78.27;-69.97;-78.57;-76.51;3.1;3.4;0.0
14424;-74.39;-78.55;-77.5;-70.58;-78.64;-76.05;2.9;3.4;0.0
14425;-74.45;-78.72;-77.5;-70.57;-78.32;-75.78;2.9;3.3;0.0
14426;-74.39;-78.55;-77.5;-70.58;-78.64;-76.05;2.9;3.4;0.0
14427;-74.46;-78.57;-77.09;-70.84;-78.37;-75.55;2.8;3.3;0.0
14428;-74.4;-78.4;-77.1;-70.85;-78.69;-75.82;2.8;3.4;0.0
14429;-74.41;-78.24;-76.69;-71.09;-78.74;-75.6;2.7;3.4;0.0
14430;-74.46;-78.57;-77.09;-70.84;-78.37;-75.55;2.8;3.3;0.0
14431;-74.4;-78.4;-77.1;-70.85;-78.69;-75.82;2.8;3.4;0.0
14432;-74.48;-78.42;-76.68;-71.08;-78.42;-75.32;2.7;3.3;0.0
14433;-74.44;-77.94;-75.83;-71.51;-78.88;-75.16;2.5;3.4;0.0
14434;-74.37;-77.75;-75.85;-71.53;-79.18;-75.45;2.5;3.5;0.0
14435;-74.54;-77.84;-74.89;-71.87;-78.74;-74.41;2.3;3.3;0.0
14436;-74.6;-78.05;-74.9;-71.88;-78.44;-74.09;2.3;3.2;0.0
14437;-74.62;-77.91;-74.42;-72.05;-78.54;-73.86;2.2;3.2;0.0
14438;-74.64;-77.78;-73.91;-72.21;-78.66;-73.63;2.1;3.2;0.0
14439;-74.67;-77.65;-73.39;-72.36;-78.78;-73.41;2.0;3.2;0.0
14440;-74.64;-77.78;-73.91;-72.21;-78.66;-73.63;2.1;3.2;0.0
14441;-74.72;-77.87;-73.42;-72.37;-78.48;-73.05;2.0;3.1;0.0
14442;-74.7;-77.99;-73.94;-72.22;-78.36;-73.29;2.1;3.1;0.0
14443;-74.78;-78.08;-73.47;-72.39;-78.18;-72.7;2.0;3.0;0.0
14444;-74.83;-78.29;-73.55;-72.41;-77.87;-72.33;2.0;2.9;0.0
14445;-74.83;-78.29;-73.55;-72.41;-77.87;-72.33;2.0;2.9;0.0
14446;-74.89;-78.49;-73.64;-72.44;-77.56;-71.97;2.0;2.8;0.0
14447;-74.8;-77.96;-72.94;-72.52;-78.32;-72.46;1.9;3.0;0.0
14448;-74.82;-77.85;-72.38;-72.66;-78.47;-72.23;1.8;3.0;0.0
14449;-74.87;-78.07;-72.46;-72.68;-78.18;-71.84;1.8;2.9;0.0
14450;-74.9;-77.97;-71.89;-72.8;-78.34;-71.6;1.7;2.9;0.0
14451;-74.93;-78.28;-72.57;-72.71;-77.88;-71.45;1.8;2.8;0.0
14452;-74.97;-78.09;-71.42;-72.95;-78.22;-70.95;1.6;2.8;0.0
14453;-74.99;-78.0;-70.8;-73.06;-78.4;-70.72;1.5;2.8;0.0
14454;-75.02;-77.91;-70.16;-73.17;-78.58;-70.49;1.4;2.8;0.0
14455;-74.99;-78.0;-70.8;-73.06;-78.4;-70.72;1.5;2.8;0.0
14456;-74.99;-78.0;-70.8;-73.06;-78.4;-70.72;1.5;2.8;0.0
14457;-74.94;-77.77;-70.66;-73.04;-78.67;-71.15;1.5;2.9;0.0
14458;-74.87;-77.64;-71.19;-72.9;-78.78;-71.78;1.6;3.0;0.0
